Unnamed: 0,Id,job-id,type,name,address,latitude,longitude,service-duration,start-time,end-time,quantity,required-skills,raw-id,day,Level,priority
951,119.0_0_B1,,D,Ogilvie Ridge,#439 OSBORNE CRESCENT,53.46540512,-113.5623082,0.0033333333,0d 06:00:00,9d 14:45:00,1,neighbourhood,119.0_0,,B1,10
952,120.0_0_B1,,D,Ogilvie Ridge,#228 OCKENDEN PLACE,53.4623889,-113.5648609,0.0022222222,0d 06:00:00,9d 14:45:00,1,neighbourhood,120.0_0,,B1,10
953,121.0_0_B1,,D,Rhatigan Ridge,521 REID CLOSE TO 619 REVELL WYND,53.47144703,-113.5909244,0.0041666667,0d 06:00:00,9d 14:45:00,1,neighbourhood,121.0_0,,B1,10
954,134.0_0_B1,,D,Westbrook Estate,#24 WESTBROOK DRIVE,53.46366625,-113.5450078,0.0045833333,0d 06:00:00,9d 14:45:00,1,neighbourhood,134.0_0,,B1,10
955,135.0_0_B1,,D,Westbrook Estate,WESTBROOK DRIVE-124 ST,53.46258265,-113.5420315,0.01125,0d 06:00:00,9d 14:45:00,1,neighbourhood,135.0_0,,B1,10
956,136.0_0_B1,,D,Hodgson,#1719 Hodgson Place to #1240 Hollands Close,53.45468813,-113.5575464,0.0013888889,0d 06:00:00,9d 14:45:00,1,neighbourhood,136.0_0,,B1,10
957,137.0_0_B1,,D,Hodgson,#1815 Holman Cres. to #1516 Hodgson Close,53.45632971,-113.5610487,0.0038888889,0d 06:00:00,9d 14:45:00,1,neighbourhood,137.0_0,,B1,10
958,138.0_0_B1,,D,Hodgson,#2040 & #2044 Hilliard Place,53.45802656,-113.5603199,0.0020833333,0d 06:00:00,9d 14:45:00,1,neighbourhood,138.0_0,,B1,10
959,152.0_0_B1,,D,MacEwan,Ellerslie Rd (9 Ave. SW) N. & S. side - (119 St.) to SCHOOL,53.42490752,-113.5327273,0.0297222222,3d 06:00:00,3d 14:45:00,1,neighbourhood,152.0_0,3.0,B1,1
960,160.0_0_B1,,D,Bulyea Heights,#329 BUCHANAN WAY,53.46848051,-113.5786735,0.0018055556,0d 06:00:00,9d 14:45:00,1,neighbourhood,160.0_0,,B1,10
961,178.0_0_B1,,D,Aspen Gardens,39 AVE-ASPEN DRIVE WEST,53.47384301,-113.5516438,0.0026388889,0d 06:00:00,9d 14:45:00,1,neighbourhood,178.0_0,,B1,10
962,183.0_0_B1,,D,Henderson,Nxt to #361 Hedley Way to #329 Hedley Way,53.46337868,-113.6028214,0.0226388889,0d 06:00:00,9d 14:45:00,1,neighbourhood,183.0_0,,B1,10
963,188.0_0_B1,,D,Ogilvie Ridge,108 Ower Place-230 Ockenden Place-Power Line,53.46220918,-113.5656414,0.0054166667,0d 06:00:00,9d 14:45:00,1,neighbourhood,188.0_0,,B1,10
964,194.0_0_B1,,D,Falconer Heights,FALCONER Road- # 1401 FALCONER ROAD,53.46839614,-113.5912643,0.0380555556,3d 06:00:00,3d 14:45:00,1,neighbourhood,194.0_0,3.0,B1,1
965,195.0_0_B1,,D,Falconer Heights,#219 Ferguson Place to #312 FERRIS WAY,53.46538185,-113.5858819,0.0034722222,0d 06:00:00,9d 14:45:00,1,neighbourhood,195.0_0,,B1,10
966,196.0_0_B1,,D,Falconer Heights,1117 FALCONER DR TO 221 FALCONER LINK,53.46430204,-113.5902915,0.0040277778,0d 06:00:00,9d 14:45:00,1,neighbourhood,196.0_0,,B1,10
967,198.0_0_B1,,D,Rutherford,Btw. #1165 & #1166 Rutherford Close,53.42434954,-113.5336484,0.0018055556,0d 06:00:00,9d 14:45:00,1,neighbourhood,198.0_0,,B1,10
968,208.0_0_B1,,D,Leger,#1003 Leger Boulevard & Rabbit Hill Road,53.4595878,-113.5675726,0.0501388889,8d 06:00:00,8d 14:45:00,1,neighbourhood,208.0_0,8.0,B1,1
969,209.0_0_B1,,D,Leger,Rabbit Hill Road: TransAlta - Sobeys,53.4595287,-113.5669353,0.0023611111,0d 06:00:00,9d 14:45:00,1,neighbourhood,209.0_0,,B1,10
970,215.0_0_B1,,D,Bulyea Heights,#532 BUCHANAN ROAD,53.46814891,-113.5772131,0.0026388889,0d 06:00:00,9d 14:45:00,1,neighbourhood,215.0_0,,B1,10
971,222.0_0_B1,,D,Blackmud Creek,#140 Ball Cove - #373 Byrne Court,53.42415026,-113.5066931,0.0038888889,0d 06:00:00,9d 14:45:00,1,neighbourhood,222.0_0,,B1,10
972,224.0_0_B1,,D,Ogilvie Ridge,#175 OSLAND DRIVE,53.46212668,-113.5552896,0.0025,0d 06:00:00,9d 14:45:00,1,neighbourhood,224.0_0,,B1,10
973,225.0_0_B1,,D,Ogilvie Ridge,#332 OSLAND PLACE,53.46236321,-113.5575748,0.0030555556,0d 06:00:00,9d 14:45:00,1,neighbourhood,225.0_0,,B1,10
974,230.0_0_B1,,D,Twin Brooks,#621 TWIN BROOKS BEND,53.44934292,-113.5344893,0.00375,0d 06:00:00,9d 14:45:00,1,neighbourhood,230.0_0,,B1,10
975,254.0_0_B1,,D,Ogilvie Ridge,#227 OSLAND CLOSE,53.46240108,-113.5560421,0.0045833333,0d 06:00:00,9d 14:45:00,1,neighbourhood,254.0_0,,B1,10
976,257.0_0_B1,,D,Carter Crest,115 Cormack Crescent,53.46285063,-113.5696253,0.0015277778,0d 06:00:00,9d 14:45:00,1,neighbourhood,257.0_0,,B1,10
977,260.0_0_B1,,D,Ogilvie Ridge,#235 OCKENDEN PLACE,53.46308305,-113.5650095,0.0008333333,0d 06:00:00,9d 14:45:00,1,neighbourhood,260.0_0,,B1,10
978,315.0_0_B1,,D,Twin Brooks,#116-TWIN BROOKS COVE,53.44083244,-113.5338155,0.0108333333,0d 06:00:00,9d 14:45:00,1,neighbourhood,315.0_0,,B1,10
979,316.0_0_B1,,D,Falconer Heights,Btw. #820 & #824 FORBES CLOSE,53.47059732,-113.5928699,0.0025,0d 06:00:00,9d 14:45:00,1,neighbourhood,316.0_0,,B1,10
980,336.0_0_B1,,D,Ramsey Heights,43 AVE-WHITEMUD ROAD,53.48307766,-113.5859012,0.0444444444,3d 06:00:00,3d 14:45:00,1,neighbourhood,336.0_0,3.0,B1,1
981,355.0_0_B1,,D,Twin Brooks,11332-09 AVE,53.43893039,-113.5263314,0.0055555556,0d 06:00:00,9d 14:45:00,1,neighbourhood,355.0_0,,B1,10
982,356.0_0_B1,,D,Ermineskin,29A AVE-104 ST,53.46059016,-113.4965017,0.0154166667,3d 06:00:00,3d 14:45:00,1,neighbourhood,356.0_0,3.0,B1,1
983,361.0_0_B1,,D,Twin Brooks,11513-10 AVE,53.44016414,-113.53188,0.00125,0d 06:00:00,9d 14:45:00,1,neighbourhood,361.0_0,,B1,10
984,368.0_0_B1,,D,Rhatigan Ridge,#79 REHWINKLE ROAD,53.47134206,-113.5846554,0.0084722222,0d 06:00:00,9d 14:45:00,1,neighbourhood,368.0_0,,B1,10
985,380.0_0_B1,,D,Twin Brooks,9A AVE/115ST,53.43931923,-113.5302954,0.0026388889,0d 06:00:00,9d 14:45:00,1,neighbourhood,380.0_0,,B1,10
986,388.0_0_B1,,D,Leger,521 Lougheed Court - 1463 Loewen Court,53.45773177,-113.5699697,0.00375,0d 06:00:00,9d 14:45:00,1,neighbourhood,388.0_0,,B1,10
987,391.0_0_B1,,D,Blackmud Creek,Between #1128 & #1134 Barnes Way,53.42228606,-113.5132862,0.0019444444,0d 06:00:00,9d 14:45:00,1,neighbourhood,391.0_0,,B1,10
988,412.0_0_B1,,D,Lansdowne,52A AVE-124A ST,53.49022116,-113.5499831,0.0098611111,0d 06:00:00,9d 14:45:00,1,neighbourhood,412.0_0,,B1,10
989,414.0_0_B1,,D,Royal Gardens,43 AVE-115A ST,53.48047051,-113.5307222,0.0076388889,0d 06:00:00,9d 14:45:00,1,neighbourhood,414.0_0,,B1,10
990,417.0_0_B1,,D,Leger,Leger Way -(#813 to #817) Lawrence Court to Leger Blv.,53.4606143,-113.5758159,0.0019444444,0d 06:00:00,9d 14:45:00,1,neighbourhood,417.0_0,,B1,10
991,432.0_0_B1,,D,Ermineskin,25A AVE-106A ST,53.45752248,-113.5023583,0.0025,0d 06:00:00,9d 14:45:00,1,neighbourhood,432.0_0,,B1,10
992,464.0_0_B1,,D,Twin Brooks,#1321 - 119B St,53.4462491,-113.54256,0.0361111111,0d 06:00:00,9d 14:45:00,1,neighbourhood,464.0_0,,B1,10
993,465.0_0_B1,,D,Royal Gardens,NORTH OF 44A AVE-114-122 ST,53.48280224,-113.5327217,0.1251388889,0d 06:00:00,9d 14:45:00,1,neighbourhood,465.0_0,,B1,10
994,487.0_0_B1,,D,Haddow,1808 Haswell Way,53.45113302,-113.5995119,0.0211111111,1d 06:00:00,1d 14:45:00,1,neighbourhood,487.0_0,1.0,B1,1
995,512.0_0_B1,,D,Rideau Park,106 ST-40 AVE-WHITEMUD DRIVE,53.47711035,-113.5043452,0.0190277778,0d 06:00:00,9d 14:45:00,1,neighbourhood,512.0_0,,B1,10
996,527.0_0_B1,,D,Sweet Grass,34 AVE-114 ST,53.46672862,-113.5288315,0.0019444444,0d 06:00:00,9d 14:45:00,1,neighbourhood,527.0_0,,B1,10
997,529.0_0_B1,,D,Greenfield,37 AVE-117 ST,53.4676898,-113.5293848,0.0036111111,0d 06:00:00,9d 14:45:00,1,neighbourhood,529.0_0,,B1,10
998,530.0_0_B1,,D,Greenfield,34-35 AVE W OF 114 ST,53.467867,-113.5348505,0.0073611111,0d 06:00:00,9d 14:45:00,1,neighbourhood,530.0_0,,B1,10
999,536.0_0_B1,,D,Richford,9 Ave. - 110 St to 107 St.,53.42521698,-113.5090275,0.0588888889,8d 06:00:00,8d 14:45:00,1,neighbourhood,536.0_0,8.0,B1,1
1000,539.0_0_B1,,D,Ramsey Heights,40 AVE-RIVERBEND ROAD,53.47841391,-113.5825396,0.0027777778,0d 06:00:00,9d 14:45:00,1,neighbourhood,539.0_0,,B1,10
1001,557.0_0_B1,,D,Bearspaw,beside #924-108 ST,53.44043713,-113.5038836,0.0026388889,0d 06:00:00,9d 14:45:00,1,neighbourhood,557.0_0,,B1,10
1002,559.0_0_B1,,D,Ramsey Heights,43 AVE-147A ST,53.47916891,-113.5760812,0.0270833333,7d 06:00:00,7d 14:45:00,1,neighbourhood,559.0_0,7.0,B1,1
1003,562.0_0_B1,,D,Ramsey Heights,45 AVE-147 ST,53.48327856,-113.5736806,0.0054166667,0d 06:00:00,9d 14:45:00,1,neighbourhood,562.0_0,,B1,10
1004,563.0_0_B1,,D,Ramsey Heights,44-45 AVE-148 ST,53.48233389,-113.5777663,0.00625,0d 06:00:00,9d 14:45:00,1,neighbourhood,563.0_0,,B1,10
1005,564.0_0_B1,,D,Ramsey Heights,43 AVE-WHITEMUD ROAD,53.48160024,-113.5860969,0.0068055556,0d 06:00:00,9d 14:45:00,1,neighbourhood,564.0_0,,B1,10
1006,565.0_0_B1,,D,MacEwan,Btw. #3973-3969 McMullen Green,53.42651738,-113.5202784,0.0022222222,0d 06:00:00,9d 14:45:00,1,neighbourhood,565.0_0,,B1,10
1007,571.0_0_B1,,D,Haddow,1572 Hector Road,53.45870501,-113.6051601,0.0183333333,0d 06:00:00,0d 14:45:00,1,neighbourhood,571.0_0,0.0,B1,10
1008,602.0_0_B1,,D,Duggan,38A AVE-108A ST,53.47392437,-113.5128042,0.0101388889,0d 06:00:00,9d 14:45:00,1,neighbourhood,602.0_0,,B1,10
1009,603.0_0_B1,,D,Rideau Park,40 AVE 106 - 111 ST,53.47212387,-113.5044639,0.02375,0d 06:00:00,9d 14:45:00,1,neighbourhood,603.0_0,,B1,10
1010,604.0_0_B1,,D,Duggan,36A AVE-105 ST,53.4712202,-113.5001519,0.0033333333,0d 06:00:00,9d 14:45:00,1,neighbourhood,604.0_0,,B1,10
1011,605.0_0_B1,,D,Duggan,36A AVE-109A ST,53.47097272,-113.5127803,0.0025,0d 06:00:00,9d 14:45:00,1,neighbourhood,605.0_0,,B1,10
1012,607.0_0_B1,,D,Terwilleger TOWNE,Town Center Blvd/23 Ave to Tomlinson Way,53.4522277,-113.580485,0.0159722222,0d 06:00:00,9d 14:45:00,1,neighbourhood,607.0_0,,B1,10
1013,618.0_0_B1,,D,Ermineskin,27A-28 AVE-104 ST,53.45880153,-113.4955954,0.00375,0d 06:00:00,9d 14:45:00,1,neighbourhood,618.0_0,,B1,10
1014,619.0_0_B1,,D,Leger,328 Livingston Court - 955 Lamb Crescent,53.45768479,-113.5682626,0.0027777778,0d 06:00:00,9d 14:45:00,1,neighbourhood,619.0_0,,B1,10
1015,620.0_0_B1,,D,Leger,Between 1450 & 1452 Loewen Court,53.45726301,-113.5717541,0.0018055556,0d 06:00:00,9d 14:45:00,1,neighbourhood,620.0_0,,B1,10
1016,622.0_0_B1,,D,Leger,971 Lamb Crescent - 1449 Loewen Court,53.45721917,-113.5692037,0.0044444444,0d 06:00:00,9d 14:45:00,1,neighbourhood,622.0_0,,B1,10
1017,625.0_0_B1,,D,Terwilleger TOWNE,Tory Road S. side - S. of Todd Link to Thomson Place,53.4483092,-113.5686991,0.0072222222,0d 06:00:00,9d 14:45:00,1,neighbourhood,625.0_0,,B1,10
1018,649_0_0_B1,,D,Empire Park,111 ST: WHITEMUD DRIVE to 51 AVE,53.48532079,-113.5176727,0.0740740741,3d 06:00:00,3d 14:45:00,1,neighbourhood,649_0,,B1,1
1019,649_1_0_B1,,D,Empire Park,111 ST: WHITEMUD DRIVE to 51 AVE,53.48532079,-113.5176727,0.0740740741,3d 06:00:00,3d 14:45:00,1,neighbourhood,649_0,,B1,1
1020,649_2_0_B1,,D,Empire Park,111 ST: WHITEMUD DRIVE to 51 AVE,53.48532079,-113.5176727,0.0740740741,3d 06:00:00,3d 14:45:00,1,neighbourhood,649_0,,B1,1
1021,653.0_0_B1,,D,Bulyea Heights,Butterworth Dr. - #448 Butchart Dr to #20 Butterworth Point,53.4785773,-113.5604946,0.0319444444,0d 06:00:00,9d 14:45:00,1,neighbourhood,653.0_0,,B1,10
1022,665.0_0_B1,,D,South Edmonton Common,E/S GATEWAY BLVD: 19 AVE - 15 AVE,53.444490589,-113.492194656,0.0211805556,0d 06:00:00,9d 14:45:00,1,roadway,665.0_0,,B1,10
1023,667.0_0_B1,,D,Rutherford,#1235 RUTHERFORD RD - #1642 Robertson Close,53.42185194,-113.5293569,0.0011111111,0d 06:00:00,9d 14:45:00,1,neighbourhood,667.0_0,,B1,10
1024,674.0_0_B1,,D,Keheewin,North of houses 23 Ave & 104 St (access from undeveloped),53.45380976,-113.4997833,0.1388888889,0d 06:00:00,9d 14:45:00,1,roadway,674.0_0,,B1,10
1025,685.0_0_B1,,D,Parkallen,62 AVE-109A ST,53.49938942,-113.5134574,0.0054166667,0d 06:00:00,9d 14:45:00,1,neighbourhood,685.0_0,,B1,10
1026,690.0_0_B1,,D,Windsor Park,93 AVE-118 ST,53.52927571,-113.5347376,0.0358333333,0d 06:00:00,9d 14:45:00,1,neighbourhood,690.0_0,,B1,10
1027,691.0_0_B1,,D,Windsor Park,89 AVE-118 ST,53.52514221,-113.5359495,0.0430555556,7d 06:00:00,7d 14:45:00,1,neighbourhood,691.0_0,7.0,B1,1
1028,695.0_0_B1,,D,Twin Brooks,11 AVE-112 ST,53.44146169,-113.5200106,0.0043055556,0d 06:00:00,9d 14:45:00,1,neighbourhood,695.0_0,,B1,10
1029,699.0_0_B1,,D,Sweet Grass,32A AVE-118 ST,53.46551089,-113.5367304,0.0556944444,0d 06:00:00,9d 14:45:00,1,neighbourhood,699.0_0,,B1,10
1030,718.0_0_B1,,D,Parkallen,111 ST-65-66 AVE,53.50285263,-113.5165057,0.0086111111,0d 06:00:00,9d 14:45:00,1,neighbourhood,718.0_0,,B1,10
1031,719.0_0_B1,,D,Parkallen,70 AVE-111A ST,53.50634093,-113.5183511,0.0047222222,0d 06:00:00,9d 14:45:00,1,neighbourhood,719.0_0,,B1,10
1032,721.0_0_B1,,D,Parkallen,68 AVE: 110 - 111 ST,53.5048394,-113.515763,0.0061111111,0d 06:00:00,9d 14:45:00,1,neighbourhood,721.0_0,,B1,10
1033,744.0_0_B1,,D,Twin Brooks,#829 Twin Brooks Close,53.44692679,-113.5408466,0.0022222222,0d 06:00:00,9d 14:45:00,1,neighbourhood,744.0_0,,B1,10
1034,747.0_0_B1,,D,Terwilleger TOWNE,BTW. #2516 & #2520 Taylor Cove,53.44958738,-113.5764498,0.0019444444,0d 06:00:00,9d 14:45:00,1,neighbourhood,747.0_0,,B1,10
1035,752.0_0_B1,,D,Parkallen,63 AVE-109A ST,53.49984532,-113.5136611,0.0152777778,0d 06:00:00,9d 14:45:00,1,neighbourhood,752.0_0,,B1,10
1036,761.0_0_B1,,D,Terwilleger South,Rabbit Hill Road - #7005 South Terwilleger Drive,53.43804279,-113.5716399,0.0416666667,8d 06:00:00,8d 14:45:00,1,neighbourhood,761.0_0,8.0,B1,1
1037,764.0_0_B1,,D,Rutherford,Robertson Way South of Rutherford Road - North of Robertson Place,53.42187192,-113.5308922,0.005,0d 06:00:00,9d 14:45:00,1,neighbourhood,764.0_0,,B1,10
1038,769.0_0_B1,,D,Blackburne,W. OF BLACKMUD CREEK-BLACKBURNE DR. W,53.42995528,-113.5126025,0.0052777778,0d 06:00:00,9d 14:45:00,1,neighbourhood,769.0_0,,B1,10
1039,791.0_0_B1,,D,Greenfield,35 AVE-113 ST,53.46791503,-113.5234824,0.0025,0d 06:00:00,9d 14:45:00,1,neighbourhood,791.0_0,,B1,10
1040,792.0_0_B1,,D,Greenfield,35 AVE-119 ST,53.47190747,-113.5323027,0.0033333333,0d 06:00:00,9d 14:45:00,1,neighbourhood,792.0_0,,B1,10
1041,807.0_0_B1,,D,Belgravia,behind 140 Sask. Dr. Souith,53.50627725,-113.5365055,0.0020833333,0d 06:00:00,9d 14:45:00,1,neighbourhood,807.0_0,,B1,10
1042,813.0_0_B1,,D,Ogilvie Ridge,Behind Clock Tower to Omand Drive & To Ogilvie Blvd.,53.46592525,-113.5658984,0.0026388889,0d 06:00:00,9d 14:45:00,1,neighbourhood,813.0_0,,B1,10
1043,814.0_0_B1,,D,Royal Gardens,43 AVE:111 - 122 ST,53.47994354,-113.5290232,0.0875,7d 06:00:00,7d 14:45:00,1,neighbourhood,814.0_0,7.0,B1,1
1044,821.0_0_B1,,D,Royal Gardens,43 AVE-117A ST,53.48126055,-113.5359931,0.015,0d 06:00:00,9d 14:45:00,1,neighbourhood,821.0_0,,B1,10
1045,822.0_0_B1,,D,Twin Brooks,8 ave. - 118A St.,53.43670696,-113.5383577,0.0023611111,0d 06:00:00,9d 14:45:00,1,neighbourhood,822.0_0,,B1,10
1046,823.0_0_B1,,D,Twin Brooks,9 AVE-118A ST,53.43827893,-113.5383332,0.0043055556,0d 06:00:00,9d 14:45:00,1,neighbourhood,823.0_0,,B1,10
1047,861.0_0_B1,,D,Twin Brooks,TWIN BROOKS BAY: 115 - 116 ST & 116 ST-11 AVE,53.44216316,-113.5329408,0.1227777778,0d 06:00:00,9d 14:45:00,1,neighbourhood,861.0_0,,B1,10
1048,882.0_0_B1,,D,Carter Crest,Terwillegar Drive - 156 St,53.46162335,-113.5889866,0.0044444444,9d 06:00:00,9d 14:45:00,1,roadway,882.0_0,9.0,B1,10
1049,886.0_0_B1,,D,Blackmud Creek,910 Blackmud Creek Crescent,53.41970377,-113.509916,0.0020833333,0d 06:00:00,9d 14:45:00,1,neighbourhood,886.0_0,,B1,10
1050,897.0_0_B1,,D,Greenfield,39A AVE-111B ST,53.47438396,-113.5200391,0.0019444444,0d 06:00:00,9d 14:45:00,1,neighbourhood,897.0_0,,B1,10
1051,898.0_0_B1,,D,Greenfield,40 AVE-111B ST,53.47547724,-113.5201007,0.0011111111,0d 06:00:00,9d 14:45:00,1,neighbourhood,898.0_0,,B1,10
1052,909.0_0_B1,,D,Carter Crest,203 Carmichael CL-#1160 to #1074 Carter Crest Rd.,53.46483969,-113.5767544,0.0083333333,3d 06:00:00,3d 14:45:00,1,neighbourhood,909.0_0,3.0,B1,1
1053,929.0_0_B1,,D,Blackburne,ACROSS FROM #204 BLACKBURNE DRIVE EAST,53.42888437,-113.4955783,0.0047222222,0d 06:00:00,9d 14:45:00,1,neighbourhood,929.0_0,,B1,10
1054,930.0_0_B1,,D,Brander Gardens,66 AVE-145A-151 ST,53.49932034,-113.5778442,0.0451967593,0d 06:00:00,9d 14:45:00,1,neighbourhood,930.0_0,,B1,10
1055,931.0_0_B1,,D,Twin Brooks,#920 - 119 St to Power Line,53.43810876,-113.5418529,0.0122222222,0d 06:00:00,9d 14:45:00,1,neighbourhood,931.0_0,,B1,10
1056,934.0_0_B1,,D,Terwilleger South,Btw. #7404 & 7403 Singer Landing,53.43901847,-113.5667779,0.0023611111,0d 06:00:00,9d 14:45:00,1,neighbourhood,934.0_0,,B1,10
1057,935.0_0_B1,,D,Haddow,#1421 Haswell Place to #2603 Hanna Crescent,53.45019473,-113.5963006,0.0043055556,0d 06:00:00,9d 14:45:00,1,neighbourhood,935.0_0,,B1,10
1058,938.0_0_B1,,D,Bulyea Heights,722/726 BUTTERWORTH DRIVE,53.47677191,-113.5625316,0.0036111111,0d 06:00:00,9d 14:45:00,1,neighbourhood,938.0_0,,B1,10
1059,948_0_0_B1,,D,Windermere North,103 Windermere Dr. - Windermere Blv.,53.44028845,-113.6303062,0.0671296296,3d 06:00:00,3d 14:45:00,1,neighbourhood,948_0,,B1,1
1060,948_1_0_B1,,D,Windermere North,103 Windermere Dr. - Windermere Blv.,53.44028845,-113.6303062,0.0671296296,3d 06:00:00,3d 14:45:00,1,neighbourhood,948_0,,B1,1
1061,948_2_0_B1,,D,Windermere North,103 Windermere Dr. - Windermere Blv.,53.44028845,-113.6303062,0.0671296296,3d 06:00:00,3d 14:45:00,1,neighbourhood,948_0,,B1,1
1062,950.0_0_B1,,D,Ogilvie Ridge,OGILVIE BLVD-OMAND DRIVE,53.46343815,-113.5630866,0.0825,0d 06:00:00,0d 14:45:00,1,neighbourhood,950.0_0,0.0,B1,10
1063,952.0_0_B1,,D,Greenfield,35 AVE-117A ST,53.47065967,-113.5321777,0.0020833333,0d 06:00:00,9d 14:45:00,1,neighbourhood,952.0_0,,B1,10
1064,970.0_0_B1,,D,Twin Brooks,"11 AVE/118 ST (50"" mower)",53.44154273,-113.5398421,0.0027777778,0d 06:00:00,9d 14:45:00,1,neighbourhood,970.0_0,,B1,10
1065,974.0_0_B1,,D,Falconer Heights,156 ST: POWER LINE - FALCONER RD,53.46250399,-113.590147,0.0073611111,0d 06:00:00,9d 14:45:00,1,neighbourhood,974.0_0,,B1,10
1066,982.0_0_B1,,D,Ogilvie Ridge,Rabbit Hill road to behind #229 Ockenden Placee,53.46164111,-113.566618,0.0133333333,0d 06:00:00,0d 14:45:00,1,neighbourhood,982.0_0,0.0,B1,10
1067,984.0_0_B1,,D,Ramsey Heights,40 AVE-53 AVE,53.48343497,-113.579111,0.0811111111,0d 06:00:00,9d 14:45:00,1,roadway,984.0_0,,B1,10
1068,997.0_0_B1,,D,Keheewin,BEARSPAW DRIVE WEST/16-19 AVE,53.44762469,-113.5125641,0.005,0d 06:00:00,9d 14:45:00,1,neighbourhood,997.0_0,,B1,10
1069,1003.0_0_B1,,D,Haddow,1503 HASWELL CLOSE,53.45033688,-113.5981467,0.0159722222,1d 06:00:00,1d 14:45:00,1,neighbourhood,1003.0_0,1.0,B1,1
1070,1008.0_0_B1,,D,Twin Brooks,12 AVE: 111 - 110A ST(Running Creek Road),53.4426109,-113.5162537,0.00375,0d 06:00:00,9d 14:45:00,1,neighbourhood,1008.0_0,,B1,10
1071,1016.0_0_B1,,D,Rideau Park,South side - CPR TRACKS - 111 ST,53.481138124,-113.507437249,0.0805092593,1d 06:00:00,1d 14:45:00,1,roadway,1016.0_0,1.0,B1,1
1072,1022.0_0_B1,,D,Garneau,90 AVE-110 ST,53.52588522,-113.5158166,0.0125,0d 06:00:00,9d 14:45:00,1,neighbourhood,1022.0_0,,B1,10
1073,1031.0_0_B1,,D,Westbrook Estate,WESTBROOK DRIVE-132 ST,53.46971452,-113.5573051,0.0066666667,0d 06:00:00,9d 14:45:00,1,neighbourhood,1031.0_0,,B1,10
1074,1042.0_0_B1,,D,MacEwan,from #484 MacEwan Road to #2733 Miles Place,53.42625235,-113.5373578,0.0213888889,5d 06:00:00,5d 14:45:00,1,neighbourhood,1042.0_0,5.0,B1,1
1075,1072.0_0_B1,,D,Lendrum Place,51 AVE 111ST - 122 ST,53.48827938,-113.5304618,0.0666666667,0d 06:00:00,9d 14:45:00,1,neighbourhood,1072.0_0,,B1,10
1076,1073.0_0_B1,,D,Hodgson,#647 Hodgson Rd. to #2014 Hilliard Place,53.45786813,-113.562773,0.0025,0d 06:00:00,9d 14:45:00,1,neighbourhood,1073.0_0,,B1,10
1077,1095.0_0_B1,,D,Calgary Trail North,South side - CPR TRACKS - Gateway Blvd South,53.480068929,-113.494374941,0.0120601852,2d 06:00:00,2d 14:45:00,1,roadway,1095.0_0,2.0,B1,1
1078,1096.0_0_B1,,D,Calgary Trail South,North side - CPR TRACKS - Gateway Blvd south,53.480765766,-113.494064577,0.0171643519,0d 06:00:00,9d 14:45:00,1,roadway,1096.0_0,,B1,10
1079,1099.0_0_B1,,D,Hodgson,Rabbit Hill Rd. - Hodgson Blv. To 23 Ave.,53.45723076,-113.5654385,0.0224537037,0d 06:00:00,9d 14:45:00,1,roadway,1099.0_0,,B1,10
1080,1100.0_0_B1,,D,Hodgson,Btw. # 1819 & #1823 Holman Cr.,53.45607473,-113.561839,0.0026388889,0d 06:00:00,9d 14:45:00,1,neighbourhood,1100.0_0,,B1,10
1081,1101.0_0_B1,,D,Lansdowne,"122 ST-WEST TO WHITEMUD CREEK, & WHITEMUD CREEK WALKWAY",53.48322226,-113.5484202,0.150162037,0d 06:00:00,9d 14:45:00,1,roadway,1101.0_0,,B1,10
1082,1107.0_0_B1,,D,Garneau,University Ave: 112 - 114 St,53.51654634,-113.5226287,0.0130555556,0d 06:00:00,9d 14:45:00,1,neighbourhood,1107.0_0,,B1,10
1083,1108.0_0_B1,,D,Garneau,109A ST-88-90 AVE,53.52454676,-113.512922,0.0015277778,0d 06:00:00,9d 14:45:00,1,neighbourhood,1108.0_0,,B1,10
1084,1109.0_0_B1,,D,Windsor Park,83 AVE- 120ST,53.52178477,-113.5371705,0.0140277778,0d 06:00:00,9d 14:45:00,1,neighbourhood,1109.0_0,,B1,10
1085,1114_0_0_B1,,D,Royal Gardens,122 St 40 Ave to Whitemud Dr,53.47870935,-113.539798,0.0616666667,5d 06:00:00,5d 14:45:00,1,roadway,1114_0,,B1,1
1086,1114_1_0_B1,,D,Royal Gardens,122 St 40 Ave to Whitemud Dr,53.47870935,-113.539798,0.0616666667,5d 06:00:00,5d 14:45:00,1,roadway,1114_0,,B1,1
1087,1114_2_0_B1,,D,Royal Gardens,122 St 40 Ave to Whitemud Dr,53.47870935,-113.539798,0.0616666667,5d 06:00:00,5d 14:45:00,1,roadway,1114_0,,B1,1
1088,1115.0_0_B1,,D,Ermineskin,29A Avenue - 110 Street,53.4606329,-113.5138247,0.0855555556,0d 06:00:00,9d 14:45:00,1,neighbourhood,1115.0_0,,B1,10
1089,1120.0_0_B1,,D,Hodgson,#1723 Hodgson Place to #1619 Hodgson Court,53.45526552,-113.5579847,0.0022222222,0d 06:00:00,9d 14:45:00,1,neighbourhood,1120.0_0,,B1,10
1090,1149.0_0_B1,,D,Duggan,Calgry Trail South - 34 Ave. to 42 Ave.,53.4715742,-113.4956654,0.0554166667,0d 06:00:00,0d 14:45:00,1,neighbourhood,1149.0_0,0.0,B1,10
