Id,job-id,type,name,address,latitude,longitude,service-duration,start-time,end-time,quantity,required-skills
3959.0_0_B1,,D,EASTGATE BUSINESS PARK,E/S & C 50 ST: 92 AVE - 101 AVE,53.53249873,-113.41838249999999,1.025,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
3974.0_0_B1,,D,SOUTHEAST INDUSTRIAL,17 ST-66 AVE,53.50154929,-113.3675824,4.631,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
3977.0_0_B1,,D,GREENVIEW,WEST SIDE 50 ST BTWN 38-40 AVE,53.4731319,-113.41602649999999,0.2,0d 06:00:00,9d 14:45:00,1.0,roadway
3996.0_0_B1,,D,LEE RIDGE,MILLBOURNE RD E-LEE RIDGE RD,53.47100097,-113.4468918,2.5,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
4010.0_0_B1,,D,IDYLWYLDE,N/S & C 90 AVE: 75 ST - 85 ST,53.52534617,-113.4499205,0.2785,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
4011.0_0_B1,,D,OTTEWELL,67A ST-93A AVE,53.53125177,-113.4270686,5.5,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
4013.0_0_B1,,D,ELLERSLIE,67 ST - 6 AVE SW,53.42720319,-113.44789899999999,1.5,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
4034.0_0_B1,,D,MINCHAU,EAST SIDE/C 50 ST 38 - 40 AVE,53.47302522,-113.4155722,0.282,0d 06:00:00,9d 14:45:00,1.0,roadway
4035.0_0_B1,,D,GREENVIEW,79 AVE-87 ST,53.51411138,-113.4595635,1.1275,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
4043.0_0_B1,,D,PAPASCHASE INDUSTRIAL,79 ST-94 AVE,53.53148454,-113.4508368,2.6645,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
4045.0_0_B1,,D,OTTEWELL,17 Ave-18A Ave & 48 St-Mill Woods Road East,53.44749477,-113.4080485,5.2235,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
4048.0_0_B1,,D,DALY GROVE,1888 - 37 ST,53.44873644,-113.4006682,2.456,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
4075.0_0_B1,,D,OTTEWELL,W/S 50 ST: 90 AVE - 101 AVE,53.52949572,-113.4189642,0.135,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
4081.0_0_B1,,D,SATOO,SOUTH SIDE&C 23 AVE-BTWN 85 ST-MILLWOO,53.45243671,-113.45410109999999,0.535,0d 06:00:00,9d 14:45:00,1.0,roadway
4082.0_0_B1,,D,CRAWFORD PLAINS,E/S & C 50 ST BTWN 13 AVE-MILLWOODS RD S,53.44377569,-113.41872859999998,0.0315,0d 06:00:00,9d 14:45:00,1.0,roadway
4087.0_0_B1,,D,CORONET INDUSTRIAL,91 ST BTWN 51 & 54 AVE,53.48984947,-113.46703159999998,0.4,0d 06:00:00,9d 14:45:00,1.0,roadway
4122.0_0_B1,,D,LARKSPUR,43A AVE: 27 - 30 ST,53.47978351,-113.38476979999999,4.77,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
4123.0_0_B1,,D,BONNIE DOON,91 ST-86 AVE,53.5227385,-113.4689726,0.17600000000000002,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
4127.0_0_B1,,D,IDYLWYLDE,77 ST-85 AVE/ALLEY 77-79 ST,53.52033114,-113.4468263,0.05,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
4157.0_0_B1,,D,MILL WOODS TOWN CENTRE,EAST SIDE & CENTER 66 ST: BTWN 23-28 AVE,53.45573299,-113.4345074,0.08,0d 06:00:00,9d 14:45:00,1.0,roadway
4165.0_0_B1,,D,WILD ROSE,23 ST & 37A AVE,53.47135276,-113.37876909999999,2.3575,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
4177.0_0_B1,,D,TWEDDLE PLACE,Millbourned Road West & 40 Ave,53.47576909,-113.4545088,1.0415,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
4186.0_0_B1,,D,JACKSON HEIGHTS,JAMHA ROAD & JACKSON ROAD,53.48343111,-113.40725790000002,1.273,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
4198.0_0_B1,,D,FOREST HEIGHTS,79 ST-98 AVE,53.53804707,-113.44705859999999,1.035,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
4204.0_0_B1,,D,TAWA,SOUTH SIDE/C 34 AVE-BTWN-66-50 ST,53.46524425,-113.42821459999999,0.5,0d 06:00:00,9d 14:45:00,1.0,roadway
4221.0_0_B1,,D,KAMEYOSEK,WEST SIDE 66 ST BTWN 28-34 AVE,53.46307087,-113.4353435,0.12,0d 06:00:00,9d 14:45:00,1.0,roadway
4259.0_0_B1,,D,KINISKI GARDENS,44 ST-39 AVE,53.47452958,-113.4056587,0.2085,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
4260.0_0_B1,,D,WEINLOS,W/S MILL WOODS RD EAST: 23 AVE - 34 AVE,53.459893900000004,-113.40752009999999,0.621,0d 06:00:00,9d 14:45:00,1.0,roadway
4261.0_0_B1,,D,CAPILANO,54 ST & 107A AVE,53.55571284,-113.42354340000001,2.5,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
4262.0_0_B1,,D,OTTEWELL,WEST SIDE 50 ST-82-90 AVE,53.52051234,-113.4190959,0.332,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
4267.0_0_B1,,D,BISSET,37 ST-33 AVE,53.46154834,-113.4005705,3.7460000000000004,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
4288.0_0_B1,,D,RIVER VALLEY GOLD BAR,NORTH SIDE OF 106 AVE: 74 ST - ROWLAND Rd,53.54958854,-113.43978419999999,0.15,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
4294.0_0_B1,,D,WEINLOS,48 ST & 28 AVE,53.46097016,-113.41415690000001,3.0135,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
4308.0_0_B1,,D,KENILWORTH,86 AVE-68A ST,53.51979663,-113.4305139,1.31,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
4328.0_0_B1,,D,MEYONOHK,79 ST-LAKEWOOD RD S,53.45529188,-113.4558291,2.096,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
4331.0_0_B1,,D,ELLERSLIE,EAST OF 75 ST SW & NORTH OF 7 AVE SW,53.42781177,-113.44932,0.2455,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
4341.0_0_B1,,D,KINISKI GARDENS,41 AVE-41 ST,53.47838217,-113.4062629,3.3015,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
4344.0_0_B1,,D,BISSET,W/S & C 34 St: 34 Ave - 23 Ave,53.45868909,-113.39412150000001,1.44,0d 06:00:00,9d 14:45:00,1.0,roadway
4362.0_0_B1,,D,GREENVIEW,50-54 ST & 38-39 A AVE,53.47265947,-113.4182492,0.113,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
4365.0_0_B1,,D,RICHFIELD,SOUTH SIDE/C 34 AVE-91 ST-MILLWOODS RD,53.46504899,-113.45928980000001,0.4335,0d 06:00:00,9d 14:45:00,1.0,roadway
4396.0_0_B1,,D,OTTEWELL,E/S & C 50 ST: 90 AVE - 92 AVE,53.52476798,-113.41860679999999,0.085,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
4398.0_0_B1,,D,SOUTHEAST INDUSTRIAL,17 St - 68 Ave,53.50519941,-113.36516409999999,1.9165,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
4415.0_0_B1,,D,SILVER BERRY,East of 30 St: 33 Ave - 23 Ave,53.45963731,-113.38172140000002,2.2915,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
4423.0_0_B1,,D,EKOTA,MW RD S-75 ST/ES OF SCHOOL,53.44656424,-113.4479371,0.406,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
4427.0_0_B1,,D,KAMEYOSEK,LAKEWOOD RD E - 31 AVE,53.46125892,-113.4432301,2.4305,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
4428.0_0_B1,,D,BISSET,39 ST-26 AVE/41 ST-BTWN-26-28 AVE,53.45748528,-113.4011287,0.05,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
4439.0_0_B1,,D,GAINER INDUSTRIAL,82 AVE-71 ST,53.5179328,-113.4379913,0.13,0d 06:00:00,9d 14:45:00,1.0,roadway
4443.0_0_B1,,D,PARSONS INDUSTRIAL,28 Ave: Parsons Road (99 St) - 91 St,53.45879988,-113.475642,0.735,0d 06:00:00,9d 14:45:00,1.0,roadway
4452.0_0_B1,,D,LAMBTON INDUSTRIAL,E/S & C 50 ST: 82 - 90 AVE,53.51956079,-113.4183455,0.19,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
4471.0_0_B1,,D,TAMARACK,Tamarack Green - 12 St,53.46908585,-113.36064429999999,3.435,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
4482.0_0_B1,,D,POLLARD MEADOWS,E/S & C 50 St: Mill Woods Road South - 23 Ave,53.44998974,-113.41932369999999,0.95,0d 06:00:00,9d 14:45:00,1.0,roadway
4483.0_0_B1,,D,MINCHAU,EAST SIDE/C 50 ST BTWN 34 & 38 AVE,53.46759607,-113.41811329999999,0.35700000000000004,0d 06:00:00,9d 14:45:00,1.0,roadway
4484.0_0_B1,,D,KAMEYOSEK,66 ST-28 AVE/67 ST-29 AVE,53.45991271,-113.4365959,0.0825,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
4485.0_0_B1,,D,LEE RIDGE,E/S & C 66 ST: 34 AVE - 38 AVE,53.46980168,-113.4376774,0.5,0d 06:00:00,9d 14:45:00,1.0,roadway
4493.0_0_B1,,D,KING EDWARD PARK,W/SIDE 75 ST: 76-82 AVE & 7319 - 80 AVE,53.51483706,-113.4433172,0.083,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
4522.0_0_B1,,D,TERRACE HEIGHTS,68 ST-100 AVE,53.53949524,-113.435579,0.147,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
4529.0_0_B1,,D,ELLERSLIE INDUSTRIAL,Ellerslie Rd:101 St-91 St & Parsons Rd:N of Ellersli,53.42624096,-113.4829633,0.8,0d 06:00:00,9d 14:45:00,1.0,roadway
4531.0_0_B1,,D,CHARLESWORTH,66 St SW & 2 Ave SW,53.429125,-113.44044009999999,0.55,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
4532.0_0_B1,,D,WILD ROSE,3225 - 35 A Ave,53.46712332,-113.39234920000001,0.41200000000000003,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
4533.0_0_B1,,D,TAMARACK,East Side & Center 17 St: Whitemud Drive - 34 Av,53.47641410000001,-113.3685041,1.01,0d 06:00:00,9d 14:45:00,1.0,roadway
4538.0_0_B1,,D,GREENVIEW,38 AVE-58 ST,53.47530033,-113.427371,4.269,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
4539.0_0_B1,,D,SILVER BERRY,3335 - 25 Street,53.465244999999996,-113.37853159999999,1.1795,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
4540.0_0_B1,,D,SILVER BERRY,SILVER BERRY RD EAST OF 34 ST,53.46289366,-113.3914545,0.035,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
4543.0_0_B1,,D,CHARLESWORTH,ELLERSLIE ROAD-66 ST,53.42636695,-113.4405375,2.8,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
4550.0_0_B1,,D,GAINER INDUSTRIAL,BTWN 75 & 34 ST INCLUDING 82 AVE - 71 ST,53.51408458,-113.43241450000001,0.2385,0d 06:00:00,9d 14:45:00,1.0,roadway
4554.0_0_B1,,D,ELLERSLIE,66 St Ellerslie to 2 AVE,53.42793174,-113.44279590000001,0.375,0d 06:00:00,9d 14:45:00,1.0,roadway
4556.0_0_B1,,D,FULTON PLACE,FULTON ROAD-103-104 AVE,53.54598543,-113.4250088,1.3815,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
4562.0_0_B1,,D,RIVER VALLEY GOLD BAR,106 Ave & 43 St,53.55184294,-113.4089197,0.035,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
4572.0_0_B1,,D,SATOO,KNOTTWOOD ROAD W-17 AVE,53.44613593,-113.45762490000001,1.5575,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
4576.0_0_B1,,D,OTTEWELL,94 AVE-OTTEWELL ROAD,53.53142729,-113.43727890000001,1.7105,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
4581.0_0_B1,,D,SUMMERSIDE,Savaryn Drive & Summerside Link,53.41291999,-113.47750090000001,1.367,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
4583.0_0_B1,,D,OTTEWELL,S/S & C 98 AVE: 67A ST - TERRACE ROAD,53.53704906,-113.42937979999999,0.138,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
4586.0_0_B1,,D,TERRACE HEIGHTS,67-70 ST-101-103 AVE,53.54272791,-113.432695,0.589,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
4601.0_0_B1,,D,KENILWORTH,75 ST-87 AVE,53.52224743,-113.4420834,0.017,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
4604.0_0_B1,,D,GOLD BAR,46 St & 106 Ave,53.54981941,-113.4141054,1.48,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
4609.0_0_B1,,D,STRATHEARN,89 ST-95 AVE,53.5307297,-113.46209609999998,1.44,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
4616.0_0_B1,,D,FOREST HEIGHTS,83 ST-100 AVE,53.53934181,-113.4556598,0.475,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
4623.0_0_B1,,D,FULTON PLACE,104 AVE-62 ST,53.54797208,-113.42996529999999,1.3025,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
4625.0_0_B1,,D,RIVER VALLEY GOLD BAR,NE OF 79 ST-101 AVE,53.54312581,-113.44646999999999,1.08,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
4626.0_0_B1,,D,FOREST HEIGHTS,76 ST-105 AVE,53.54712329,-113.44379359999999,0.355,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
4636.0_0_B1,,D,Roper Industrial,7004 McIntyre,53.49657781,-113.4349257,0.1445,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
4643.0_0_B1,,D,FOREST HEIGHTS,Wayne Gretzky Drive: 101 Ave - River,53.54981994,-113.4396051,1.9285,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
4644.0_0_B1,,D,ELLERSLIE,E/S 91 St: Edwards Drive - Easton Road,53.428921100000004,-113.4718033,0.1595,0d 06:00:00,9d 14:45:00,1.0,roadway
4650.0_0_B1,,D,WEINLOS,N/S 23 AVE: 50ST - MILLWOODS RD E,53.45546733,-113.41442990000002,0.755,0d 06:00:00,9d 14:45:00,1.0,roadway
4651.0_0_B1,,D,FOREST HEIGHTS,7304 ROWLAND ROAD,53.55304255,-113.4392846,0.175,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
4652.0_0_B1,,D,KING EDWARD PARK,S/S 82 AVE: 73-71 ST & 71 ST: 82-79 AVE,53.51742877,-113.4378236,0.17,0d 06:00:00,9d 14:45:00,1.0,roadway
4655.0_0_B1,,D,CLOVERDALE,98 AVE - 93 ST,53.53852272,-113.47127169999999,0.319,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
994667.0_0_B1,,D,CLOVERDALE,9411 - 97 Avenue,53.53440614,-113.47256429999999,3.0389999999999997,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
4674.0_0_B1,,D,CHARLESWORTH,503 - 59 St SW (5805 - 3 AVE),53.42917856,-113.43155719999999,1.7,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
4676.0_0_B1,,D,GOLD BAR,44 ST-105A AVE,53.54972528,-113.40807340000002,0.076,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
4682.0_0_B1,,D,SILVER BERRY,South of 32 Ave & East of Silver Berry Road,53.46152714,-113.37581570000002,0.494,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
4683.0_0_B1,,D,SILVER BERRY,31 Ave East of 30 St,53.46152891,-113.3794979,0.6175,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
4684.0_0_B1,,D,OTTEWELL,96A AVE-OTTEWELL ROAD,53.53412676,-113.43930859999999,0.93,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
4685.0_0_B1,,D,SUMMERSIDE,Sunset Blvd (70 St) - Ellerslie Rd,53.42394909,-113.44924920000001,0.75,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
4689.0_0_B1,,D,ELLERSLIE INDUSTRIAL,91 ST E/W Parsons Rd - 25 Avenue,53.41468495,-113.4813885,0.5,0d 06:00:00,9d 14:45:00,1.0,roadway
4708.0_0_B1,,D,WALKER,66 St SW & Ellerslie Road,53.42376245,-113.4408112,0.6,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
4709.0_0_B1,,D,CHARLESWORTH,55 St SW & 3 Ave SW (5607 3 AVE),53.42802726,-113.4296006,0.2,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
4725.0_0_B1,,D,SUMMERSIDE,70 St SW & 16 Ave SW - 21 Ave SW,53.41780384,-113.451045,2.802,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
5321.0_0_B1,,D,Summerside,Orchards Gate SW & Orchards Dr SW,53.40736169,-113.47418459999999,0.47,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
5323.0_0_B1,,D,SUMMERSIDE,25 Ave SW & Orchards Gate,53.40983397,-113.4709706,0.5155,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
5565.0_0_B1,,D,WILD ROSE,34 ave 21 st NW,53.46643817,-113.37515249999998,0.4465,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
5845.0_0_B1,,D,WALKER,66 St: 21 Ave SW to Ellerslie Rd,53.417599851000006,-113.44247895299999,0.6995,0d 06:00:00,9d 14:45:00,1.0,roadway
6250.0_0_B1,,D,SUMMERSIDE,90 St & 23 Ave SW,53.41169516,-113.4724155,0.514,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
6286.0_0_B1,,D,LAUREL,"East of 28 St, near 20 Ave NW",53.450518786,-113.381810411,2.189,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
6306.0_0_B1,,D,PYLYPOW INDUSTRIAL,Roper Rd & 36 St,53.49648373,-113.3974274,2.5,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
6827.0_0_B1,,D,SUMMERSIDE,Savaryn Drive and 22 Avenue SW,53.41464618,-113.4624041,3.435,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
6848.0_0_B1,,D,SUMMERSIDE,70 Street SW and 18 Avenue SW,53.41783449,-113.4492125,2.5935,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
7430.0_0_B1,,D,LAUREL,32 St & 16A Ave NW,53.44484975,-113.39000300000001,1.268,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
8287.0_0_B1,,D,Laurel,32 Street - 17A Avenue,53.44606634,-113.385804236,1.4495,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
8382.0_0_B1,,D,TAMARACK,Tamarack Blvd - 28 Avenue,53.459029552,-113.363658425,0.6795,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
8442.0_0_B1,,D,Laurel,32 St & 14 Ave,53.40568068,-113.47285490000002,0.248,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
8443.0_0_B1,,D,Summerside,East of Crabapple Run SW from 4709 Crabapple Run SW to 4631 Crabapple Run SW,53.40568068,-113.47285490000002,0.1695,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
9146.0_0_B1,,D,SOUTHEAST INDUSTRIAL,51 Avenue East of 34 Street,53.489432900000004,-113.39201240000001,0.4845,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
9354.0_0_B1,,D,Cloverdale,98 AVE-CONNORS ROAD-99 ST,53.53407858,-113.48394099999999,1.1015,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
2409.0_0_B1,,D,HAZELDEAN,98 ST/70-72 AVE + P.U.L. S/W 99ST&73AVE,53.50761008,-113.4843723,0.795,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
2687_0_B1,,D,Bulyea Heights,#300 BULYEA ROAD,53.47339753,-113.574114,4.8375,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
75_0_B1,,D,Twin Brooks,09 AVE-111-113 ST,53.43955434,-113.5223116,0.2645,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
93_0_B1,,D,Terwilleger TOWNE,1053 Tory Road,53.45191419,-113.5734249,0.08800000000000001,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
102_0_B1,,D,Terwilleger TOWNE,1960 TOMLINSON SQUARE,53.45203263,-113.58554409999999,0.0725,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
152_0_B1,,D,MacEwan,Ellerslie Rd (9 Ave. SW) N. & S. side - (119 St.) to SCHOOL,53.42490752,-113.5327273,0.9,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
194_0_B1,,D,Falconer Heights,FALCONER Road- # 1401 FALCONER ROAD,53.46839614,-113.59126429999999,0.198,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
208_0_B1,,D,Leger,#1003 Leger Boulevard & Rabbit Hill Road,53.4595878,-113.5675726,0.3355,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
336_0_B1,,D,Ramsey Heights,43 AVE-WHITEMUD ROAD,53.48307766,-113.58590120000001,0.1155,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
356_0_B1,,D,Ermineskin,29A AVE-104 ST,53.46059016,-113.4965017,0.3265,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
487_0_B1,,D,Haddow,1808 Haswell Way,53.45113302,-113.5995119,0.331,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
536_0_B1,,D,Richford,9 Ave. - 110 St to 107 St.,53.42521698,-113.50902749999999,0.25,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
559_0_B1,,D,Ramsey Heights,43 AVE-147A ST,53.47916891,-113.57608119999999,0.1955,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
571_0_B1,,D,Haddow,1572 Hector Road,53.45870501,-113.6051601,0.1,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
649_0_B1,,D,Empire Park,111 ST: WHITEMUD DRIVE to 51 AVE,53.48532079,-113.51767269999999,0.5705,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
653_0_B1,,D,Bulyea Heights,Butterworth Dr. - #448 Butchart Dr to #20 Butterworth Point,53.47857729999999,-113.5604946,0.0285,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
665_0_B1,,D,South Edmonton Common,E/S GATEWAY BLVD: 19 AVE - 15 AVE,53.444490589,-113.49219465600001,0.305,0d 06:00:00,9d 14:45:00,1.0,roadway
691_0_B1,,D,Windsor Park,89 AVE-118 ST,53.52514221,-113.53594950000002,0.4335,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
761_0_B1,,D,Terwilleger South,Rabbit Hill Road - #7005 South Terwilleger Drive,53.43804279,-113.5716399,0.46799999999999997,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
814_0_B1,,D,Royal Gardens,43 AVE:111 - 122 ST,53.47994354,-113.52902320000001,1.1675,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
882_0_B1,,D,Carter Crest,Terwillegar Drive - 156 St,53.46162335,-113.5889866,0.1405,0d 06:00:00,9d 14:45:00,1.0,roadway
909_0_B1,,D,Carter Crest,203 Carmichael CL-#1160 to #1074 Carter Crest Rd.,53.46483969,-113.5767544,0.272,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
950_0_B1,,D,Ogilvie Ridge,OGILVIE BLVD-OMAND DRIVE,53.46343815,-113.56308659999999,0.6925,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
982_0_B1,,D,Ogilvie Ridge,Rabbit Hill road to behind #229 Ockenden Placee,53.46164111,-113.56661799999999,0.4305,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
1003_0_B1,,D,Haddow,1503 HASWELL CLOSE,53.45033688,-113.5981467,0.294,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
1016_0_B1,,D,Rideau Park,South side - CPR TRACKS - 111 ST,53.481138124,-113.50743724899999,1.1595,0d 06:00:00,9d 14:45:00,1.0,roadway
1042_0_B1,,D,MacEwan,from #484 MacEwan Road to #2733 Miles Place,53.42625235,-113.5373578,0.615,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
1095_0_B1,,D,Calgary Trail North,South side - CPR TRACKS - Gateway Blvd South,53.480068929,-113.494374941,0.1735,0d 06:00:00,9d 14:45:00,1.0,roadway
1149_0_B1,,D,Duggan,Calgry Trail South - 34 Ave. to 42 Ave.,53.471574200000006,-113.49566540000001,1.591,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
1150_0_B1,,D,Aspen Gardens,41A AVE - 123 ST,53.48048827,-113.54817240000001,0.7975,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
1168_0_B1,,D,Belgravia,77 AVE-118 ST,53.51263052,-113.5349077,0.065,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
1183_0_B1,,D,Westbrook Estate,WESTBROOK DRIVE-124 ST,53.462897999999996,-113.54407340000002,0.38,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
1211_0_B1,,D,Brander Gardens,RIVERBEND ROAD-148 ST,53.49742958,-113.57420929999999,0.11,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
1245_0_B1,,D,Rhatigan Ridge,#509 RONNING ST,53.47616867,-113.5963977,0.064,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
1293_0_B1,,D,Belgravia,79 Ave - 116 St,53.51531289,-113.53296770000001,0.063,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
1352_0_B1,,D,MacEwan,Btw. #646 & #616 & behind #616 & #710 McAllister Loop SW,53.43211931,-113.5213959,0.1515,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
1494_0_B1,,D,Blue Quill Estates,28-29 AVE-125-126 ST,53.45891079,-113.5467675,0.688,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
1547_0_B1,,D,Duggan,3803-105 ST,53.47341421,-113.5000821,0.95,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
1555_0_B1,,D,Terwilleger TOWNE,1084 Tory Road - #217 Tory Crescent to Rabbit Hill Rd..,53.45237812,-113.56709029999999,0.696,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
1575_0_B1,,D,Bulyea Heights,BURTON ROAD-BUTTERWORTH CLOSE,53.47870978,-113.5631236,1.08,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
1601_0_B1,,D,Terwilleger TOWNE,4149 Tompkins Way,53.44755859,-113.5797159,0.1225,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
1636_0_B1,,D,Queen Alexandra,73 AVE-108 ST,53.50966421,-113.5083314,0.12,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
1663_0_B1,,D,Sweet Grass,SADDLEBACK RD. 111 - 119 ST,53.46118388,-113.51825819999999,3.25215,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
1691_0_B1,,D,Brookside,56 AVE-141-145 ST,53.49349408,-113.5673686,0.395,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
1692_0_B1,,D,Brander Gardens,147 ST-54-61 AVE,53.49586336,-113.5729885,0.11699999999999999,0d 06:00:00,9d 14:45:00,1.0,neighbourhood
