Id,address,cluster,end-time,job-id,latitude,longitude,name,quantity,required-skills,service-duration,start-time,type
4625.0_0_B1,NE OF 79 ST-101 AVE,,9d 14:45:00,,53.54312581,-113.44647,RIVER VALLEY GOLD BAR,1.0,neighbourhood,1.08,0d 06:00:00,D
4626.0_0_B1,76 ST-105 AVE,,9d 14:45:00,,53.54712329,-113.4437936,FOREST HEIGHTS,1.0,neighbourhood,0.355,0d 06:00:00,D
4643.0_0_B1,Wayne Gretzky Drive: 101 Ave - River,,9d 14:45:00,,53.54981994,-113.4396051,FOREST HEIGHTS,1.0,neighbourhood,1.9285,0d 06:00:00,D
4650.0_0_B1,N/S 23 AVE: 50ST - MILLWOODS RD E,,9d 14:45:00,,53.45546733,-113.41442990000002,WEINLOS,1.0,roadway,0.755,0d 06:00:00,D
4651.0_0_B1,7304 ROWLAND ROAD,,9d 14:45:00,,53.55304255,-113.4392846,FOREST HEIGHTS,1.0,neighbourhood,0.175,0d 06:00:00,D
4652.0_0_B1,S/S 82 AVE: 73-71 ST & 71 ST: 82-79 AVE,,9d 14:45:00,,53.51742877,-113.4378236,KING EDWARD PARK,1.0,roadway,0.17,0d 06:00:00,D
4655.0_0_B1,98 AVE - 93 ST,,9d 14:45:00,,53.53852272,-113.4712717,CLOVERDALE,1.0,neighbourhood,0.319,0d 06:00:00,D
994667.0_0_B1,9411 - 97 Avenue,,9d 14:45:00,,53.53440614,-113.4725643,CLOVERDALE,1.0,neighbourhood,3.039,0d 06:00:00,D
4674.0_0_B1,503 - 59 St SW (5805 - 3 AVE),,9d 14:45:00,,53.42917856,-113.4315572,CHARLESWORTH,1.0,neighbourhood,1.7,0d 06:00:00,D
4682.0_0_B1,South of 32 Ave & East of Silver Berry Road,,9d 14:45:00,,53.46152714,-113.37581570000002,SILVER BERRY,1.0,neighbourhood,0.494,0d 06:00:00,D
4683.0_0_B1,31 Ave East of 30 St,,9d 14:45:00,,53.46152891,-113.3794979,SILVER BERRY,1.0,neighbourhood,0.6175,0d 06:00:00,D
4684.0_0_B1,96A AVE-OTTEWELL ROAD,,9d 14:45:00,,53.53412676,-113.4393086,OTTEWELL,1.0,neighbourhood,0.93,0d 06:00:00,D
4685.0_0_B1,Sunset Blvd (70 St) - Ellerslie Rd,,9d 14:45:00,,53.42394909,-113.4492492,SUMMERSIDE,1.0,neighbourhood,0.75,0d 06:00:00,D
4689.0_0_B1,91 ST E/W Parsons Rd - 25 Avenue,,9d 14:45:00,,53.41468495,-113.4813885,ELLERSLIE INDUSTRIAL,1.0,roadway,0.5,0d 06:00:00,D
4708.0_0_B1,66 St SW & Ellerslie Road,,9d 14:45:00,,53.42376245,-113.4408112,WALKER,1.0,neighbourhood,0.6,0d 06:00:00,D
4709.0_0_B1,55 St SW & 3 Ave SW (5607 3 AVE),,9d 14:45:00,,53.42802726,-113.4296006,CHARLESWORTH,1.0,neighbourhood,0.2,0d 06:00:00,D
4725.0_0_B1,70 St SW & 16 Ave SW - 21 Ave SW,,9d 14:45:00,,53.41780384,-113.451045,SUMMERSIDE,1.0,neighbourhood,2.802,0d 06:00:00,D
5321.0_0_B1,Orchards Gate SW & Orchards Dr SW,,9d 14:45:00,,53.40736169,-113.4741846,Summerside,1.0,neighbourhood,0.47,0d 06:00:00,D
5323.0_0_B1,25 Ave SW & Orchards Gate,,9d 14:45:00,,53.40983397,-113.4709706,SUMMERSIDE,1.0,neighbourhood,0.5155,0d 06:00:00,D
5565.0_0_B1,34 ave 21 st NW,,9d 14:45:00,,53.46643817,-113.37515249999998,WILD ROSE,1.0,neighbourhood,0.4465,0d 06:00:00,D
5845.0_0_B1,66 St: 21 Ave SW to Ellerslie Rd,,9d 14:45:00,,53.417599851000006,-113.44247895299999,WALKER,1.0,roadway,0.6995,0d 06:00:00,D
6250.0_0_B1,90 St & 23 Ave SW,,9d 14:45:00,,53.41169516,-113.4724155,SUMMERSIDE,1.0,neighbourhood,0.514,0d 06:00:00,D
6286.0_0_B1,"East of 28 St, near 20 Ave NW",,9d 14:45:00,,53.450518786,-113.381810411,LAUREL,1.0,neighbourhood,2.189,0d 06:00:00,D
6306.0_0_B1,Roper Rd & 36 St,,9d 14:45:00,,53.49648373,-113.3974274,PYLYPOW INDUSTRIAL,1.0,neighbourhood,2.5,0d 06:00:00,D
6827.0_0_B1,Savaryn Drive and 22 Avenue SW,,9d 14:45:00,,53.41464618,-113.4624041,SUMMERSIDE,1.0,neighbourhood,3.435,0d 06:00:00,D
6848.0_0_B1,70 Street SW and 18 Avenue SW,,9d 14:45:00,,53.41783449,-113.4492125,SUMMERSIDE,1.0,neighbourhood,2.5935,0d 06:00:00,D
7430.0_0_B1,32 St & 16A Ave NW,,9d 14:45:00,,53.44484975,-113.390003,LAUREL,1.0,neighbourhood,1.268,0d 06:00:00,D
8287.0_0_B1,32 Street - 17A Avenue,,9d 14:45:00,,53.44606634,-113.385804236,Laurel,1.0,neighbourhood,1.4495,0d 06:00:00,D
8382.0_0_B1,Tamarack Blvd - 28 Avenue,,9d 14:45:00,,53.459029552,-113.363658425,TAMARACK,1.0,neighbourhood,0.6795,0d 06:00:00,D
8442.0_0_B1,32 St & 14 Ave,,9d 14:45:00,,53.40568068,-113.47285490000002,Laurel,1.0,neighbourhood,0.248,0d 06:00:00,D
8443.0_0_B1,East of Crabapple Run SW from 4709 Crabapple Run SW to 4631 Crabapple Run SW,,9d 14:45:00,,53.40568068,-113.47285490000002,Summerside,1.0,neighbourhood,0.1695,0d 06:00:00,D
9146.0_0_B1,51 Avenue East of 34 Street,,9d 14:45:00,,53.4894329,-113.3920124,SOUTHEAST INDUSTRIAL,1.0,neighbourhood,0.4845,0d 06:00:00,D
9354.0_0_B1,98 AVE-CONNORS ROAD-99 ST,,9d 14:45:00,,53.53407858,-113.483941,Cloverdale,1.0,neighbourhood,1.1015,0d 06:00:00,D
2409.0_0_B1,98 ST/70-72 AVE + P.U.L. S/W 99ST&73AVE,,9d 14:45:00,,53.50761008,-113.4843723,HAZELDEAN,1.0,neighbourhood,0.795,0d 06:00:00,D
2687_0_B1,#300 BULYEA ROAD,,9d 14:45:00,,53.47339753,-113.574114,Bulyea Heights,1.0,neighbourhood,4.8375,0d 06:00:00,D
75_0_B1,09 AVE-111-113 ST,,9d 14:45:00,,53.43955434,-113.5223116,Twin Brooks,1.0,neighbourhood,0.2645,0d 06:00:00,D
152_0_B1,Ellerslie Rd (9 Ave. SW) N. & S. side - (119 St.) to SCHOOL,,9d 14:45:00,,53.42490752,-113.5327273,MacEwan,1.0,neighbourhood,0.9,0d 06:00:00,D
194_0_B1,FALCONER Road- # 1401 FALCONER ROAD,,9d 14:45:00,,53.46839614,-113.5912643,Falconer Heights,1.0,neighbourhood,0.198,0d 06:00:00,D
208_0_B1,#1003 Leger Boulevard & Rabbit Hill Road,,9d 14:45:00,,53.4595878,-113.5675726,Leger,1.0,neighbourhood,0.3355,0d 06:00:00,D
356_0_B1,29A AVE-104 ST,,9d 14:45:00,,53.46059016,-113.4965017,Ermineskin,1.0,neighbourhood,0.3265,0d 06:00:00,D
487_0_B1,1808 Haswell Way,,9d 14:45:00,,53.45113302,-113.5995119,Haddow,1.0,neighbourhood,0.331,0d 06:00:00,D
536_0_B1,9 Ave. - 110 St to 107 St.,,9d 14:45:00,,53.42521698,-113.5090275,Richford,1.0,neighbourhood,0.25,0d 06:00:00,D
559_0_B1,43 AVE-147A ST,,9d 14:45:00,,53.47916891,-113.5760812,Ramsey Heights,1.0,neighbourhood,0.1955,0d 06:00:00,D
649_0_B1,111 ST: WHITEMUD DRIVE to 51 AVE,,9d 14:45:00,,53.48532079,-113.5176727,Empire Park,1.0,neighbourhood,0.5705,0d 06:00:00,D
665_0_B1,E/S GATEWAY BLVD: 19 AVE - 15 AVE,,9d 14:45:00,,53.444490589,-113.49219465600001,South Edmonton Common,1.0,roadway,0.305,0d 06:00:00,D
691_0_B1,89 AVE-118 ST,,9d 14:45:00,,53.52514221,-113.53594950000002,Windsor Park,1.0,neighbourhood,0.4335,0d 06:00:00,D
761_0_B1,Rabbit Hill Road - #7005 South Terwilleger Drive,,9d 14:45:00,,53.43804279,-113.5716399,Terwilleger South,1.0,neighbourhood,0.468,0d 06:00:00,D
814_0_B1,43 AVE:111 - 122 ST,,9d 14:45:00,,53.47994354,-113.5290232,Royal Gardens,1.0,neighbourhood,1.1675,0d 06:00:00,D
909_0_B1,203 Carmichael CL-#1160 to #1074 Carter Crest Rd.,,9d 14:45:00,,53.46483969,-113.5767544,Carter Crest,1.0,neighbourhood,0.272,0d 06:00:00,D
950_0_B1,OGILVIE BLVD-OMAND DRIVE,,9d 14:45:00,,53.46343815,-113.5630866,Ogilvie Ridge,1.0,neighbourhood,0.6925,0d 06:00:00,D
982_0_B1,Rabbit Hill road to behind #229 Ockenden Placee,,9d 14:45:00,,53.46164111,-113.566618,Ogilvie Ridge,1.0,neighbourhood,0.4305,0d 06:00:00,D
1003_0_B1,1503 HASWELL CLOSE,,9d 14:45:00,,53.45033688,-113.5981467,Haddow,1.0,neighbourhood,0.294,0d 06:00:00,D
1016_0_B1,South side - CPR TRACKS - 111 ST,,9d 14:45:00,,53.481138124,-113.50743724899999,Rideau Park,1.0,roadway,1.1595,0d 06:00:00,D
1042_0_B1,from #484 MacEwan Road to #2733 Miles Place,,9d 14:45:00,,53.42625235,-113.5373578,MacEwan,1.0,neighbourhood,0.615,0d 06:00:00,D
1095_0_B1,South side - CPR TRACKS - Gateway Blvd South,,9d 14:45:00,,53.480068929,-113.494374941,Calgary Trail North,1.0,roadway,0.1735,0d 06:00:00,D
1149_0_B1,Calgry Trail South - 34 Ave. to 42 Ave.,,9d 14:45:00,,53.471574200000006,-113.4956654,Duggan,1.0,neighbourhood,1.591,0d 06:00:00,D
1150_0_B1,41A AVE - 123 ST,,9d 14:45:00,,53.48048827,-113.5481724,Aspen Gardens,1.0,neighbourhood,0.7975,0d 06:00:00,D
1183_0_B1,WESTBROOK DRIVE-124 ST,,9d 14:45:00,,53.462898,-113.54407340000002,Westbrook Estate,1.0,neighbourhood,0.38,0d 06:00:00,D
1494_0_B1,28-29 AVE-125-126 ST,,9d 14:45:00,,53.45891079,-113.5467675,Blue Quill Estates,1.0,neighbourhood,0.688,0d 06:00:00,D
1547_0_B1,3803-105 ST,,9d 14:45:00,,53.47341421,-113.5000821,Duggan,1.0,neighbourhood,0.95,0d 06:00:00,D
1555_0_B1,1084 Tory Road - #217 Tory Crescent to Rabbit Hill Rd..,,9d 14:45:00,,53.45237812,-113.5670903,Terwilleger TOWNE,1.0,neighbourhood,0.696,0d 06:00:00,D
1575_0_B1,BURTON ROAD-BUTTERWORTH CLOSE,,9d 14:45:00,,53.47870978,-113.5631236,Bulyea Heights,1.0,neighbourhood,1.08,0d 06:00:00,D
1663_0_B1,SADDLEBACK RD. 111 - 119 ST,,9d 14:45:00,,53.46118388,-113.5182582,Sweet Grass,1.0,neighbourhood,3.25215,0d 06:00:00,D
1691_0_B1,56 AVE-141-145 ST,,9d 14:45:00,,53.49349408,-113.5673686,Brookside,1.0,neighbourhood,0.395,0d 06:00:00,D
1711_0_B1,Windermere Dr. Windermere Blv. - 67 Windermere Dr walkway & from 67 Windemere Drive to 403 - 181 St,,9d 14:45:00,,53.43508963,-113.6325826,Windermere South,1.0,neighbourhood,0.3765,0d 06:00:00,D
1757_0_B1,403 REEVES CRESENT-RIVERBEND ROAD,,9d 14:45:00,,53.47366247,-113.58920259999998,Rhatigan Ridge,1.0,neighbourhood,0.479,0d 06:00:00,D
1788_0_B1,144 ST-53-60 AVE,,9d 14:45:00,,53.49467404,-113.5709562,Brookside,1.0,neighbourhood,0.743,0d 06:00:00,D
1805_0_B1,Terwilleger Drive: Rabbit Hill Road to 40 Ave.,,9d 14:45:00,,53.47225564,-113.5782594,Bulyea Heights,1.0,roadway,1.0765,0d 06:00:00,D
1816_0_B1,147 ST-45-51 AVE,,9d 14:45:00,,53.48626437,-113.5731096,Ramsey Heights,1.0,neighbourhood,0.2815,0d 06:00:00,D
1831_0_B1,125 ST-62 AVE,,9d 14:45:00,,53.50102494,-113.5538245,Grandview Heights,1.0,neighbourhood,0.438,0d 06:00:00,D
1858_0_B1,58 AVE-WHITEMUD DRIVE-BRANDER DRIVE,,9d 14:45:00,,53.49595387,-113.5786278,Brander Gardens,1.0,neighbourhood,0.3075,0d 06:00:00,D
1871_0_B1,BULYEA ROAD-#900 BURLEY DRIVE,,9d 14:45:00,,53.47207201,-113.5684263,Bulyea Heights,1.0,neighbourhood,0.267,0d 06:00:00,D
1904_0_B1,West side 111 ST: 40 AVE - WHITEMUD DRIVE,,9d 14:45:00,,53.476950065,-113.516986961,Royal Gardens,1.0,roadway,0.1965,0d 06:00:00,D
1909_0_B1,Rabbit Hill rd. - MacTaggart Drive/Rabbit Hill Rd: 23 AVE - TERWILLEGAR BLVD,,9d 14:45:00,,53.4473819,-113.5655477,MacTaggert/McGrath,1.0,neighbourhood,0.412,0d 06:00:00,D
1917_0_B1,HEATH ROAD & RIVERBEND ROAD,,9d 14:45:00,,53.46096072,-113.5969005,Haddow,1.0,neighbourhood,0.5945,0d 06:00:00,D
1919_0_B1,122 st - Cambell Bridge,,9d 14:45:00,,53.50413648,-113.5460037,River Valley Whitemud,1.0,neighbourhood,0.95,0d 06:00:00,D
1951_0_B1,(#1510)119 St & Twin Brooks Close,,9d 14:45:00,,53.44964893,-113.5379768,Twin Brooks,1.0,neighbourhood,1.1955,0d 06:00:00,D
1956_0_B1,29 Avenue - 119 St. to 126 Street,,9d 14:45:00,,53.46157156,-113.54229879999998,Blue Quill Estates,1.0,neighbourhood,0.8,0d 06:00:00,D
1990_0_B1,119 ST-WESTBROOK DRIVE-23AVE,,9d 14:45:00,,53.46759644,-113.5038615,Blue Quill,1.0,roadway,0.6205,0d 06:00:00,D
1995_0_B1,358 HEATH ROAD - DRY POND,,9d 14:45:00,,53.45735429999999,-113.5977432,Haddow,1.0,neighbourhood,0.3765,0d 06:00:00,D
1997_0_B1,N/Center/S side 34 Ave.: 111St to Calgary Trail,,9d 14:45:00,,53.46689691,-113.5068298,Steinhauer/Duggan,1.0,roadway,0.61535,0d 06:00:00,D
2009_0_B1,15515-58 AVE,,9d 14:45:00,,53.49623875,-113.5877917,Brander Gardens,1.0,neighbourhood,0.1915,0d 06:00:00,D
2032_0_B1,Ellerslie Road East of 111 St,,9d 14:45:00,,53.42439209,-113.5110578,Blackmud Creek,1.0,neighbourhood,0.4615,0d 06:00:00,D
2074_0_B1,14141 - Fox Drive,,9d 14:45:00,,53.50080356,-113.5631143,River Valley Whitemud,1.0,neighbourhood,1.644,0d 06:00:00,D
2087_0_B1,Calgary Trail W/S: 31 Ave - 34 Ave,,9d 14:45:00,,53.46581367100001,-113.49622648399999,CALGARY TRAIL SOUTH,1.0,roadway,1.2755,0d 06:00:00,D
2106_0_B1,Gateway Boulevard to 102 St - 19 Ave.to 12 Ave,,9d 14:45:00,,53.46126963,-113.4918437,South Edmonton Common,1.0,roadway,0.375,0d 06:00:00,D
2163_0_B1,9 Ave. - 110 St to 107 St.,,9d 14:45:00,,53.4249641,-113.5076322,Richford,1.0,neighbourhood,0.25,0d 06:00:00,D
2170_0_B1,Rutherford Rd & 16ave SW,,9d 14:45:00,,53.41853583,-113.5296777,Rutherford,1.0,neighbourhood,0.348,0d 06:00:00,D
2183_0_B1,51 AVE ALLERD WAY - 110 ST,,9d 14:45:00,,53.48935209,-113.4990454,Pleasantview,1.0,neighbourhood,0.5045,0d 06:00:00,D
2184_0_B1,23 AVE-111-119 ST,,9d 14:45:00,,53.4541648,-113.5252887,Blue Quill,1.0,roadway,1.5,0d 06:00:00,D
2247_0_B1,9B AVE/116-119 ST,,9d 14:45:00,,53.43956223,-113.5365761,Twin Brooks,1.0,neighbourhood,0.1725,0d 06:00:00,D
2251_0_B1,"RIVERBEND ROAD-WEST TO RAVINE, West end of pipeline to Anthony Henday Bridge",,9d 14:45:00,,53.46169964,-113.6004013,Henderson,1.0,neighbourhood,1.3775,0d 06:00:00,D
2256_0_B1,Terwilleger Drive - BULYEA RD - 558 BUCHANAN RD,,9d 14:45:00,,53.4675247,-113.5769858,Bulyea Heights,1.0,roadway,0.279,0d 06:00:00,D
2324_0_B1,OGILVIE BOULEVARD-OSLAND DRIVE,,9d 14:45:00,,53.46295301,-113.5607303,Ogilvie Ridge,1.0,neighbourhood,1.175,0d 06:00:00,D
2346_0_B1,10935 - 6 AVE SW & 8 Ave. - 108 St. SW,,9d 14:45:00,,53.42646119,-113.5086368,Richford,1.0,neighbourhood,0.344,0d 06:00:00,D
2361_0_B1,Whitemud Drive - Fox Drive,,9d 14:45:00,,53.50331082,-113.5661867,River Valley Whitemud,1.0,neighbourhood,2.4452,0d 06:00:00,D
2370_0_B1,119 St: Twin Brooks Way - 9B Ave,,9d 14:45:00,,53.44282737,-113.5407779,Twin Brooks,1.0,neighbourhood,1.0,0d 06:00:00,D
2408_0_B1,"111 ST-23 Ave. to Saddleback Road (29A Ave.), Saddlebak Rd.",,9d 14:45:00,,53.45719948,-113.5169395,Blue Quill/Ermineskin,1.0,roadway,1.0775,0d 06:00:00,D
2414_0_B1,HENDERSON ST-E OF HEPBURN AVE,,9d 14:45:00,,53.4681872,-113.59682,Henderson,1.0,neighbourhood,2.0605,0d 06:00:00,D
2502_0_B1,39A AVE - ASPEN DRIVE WEST,,9d 14:45:00,,53.47479387,-113.5516172,Aspen Gardens,1.0,neighbourhood,0.22,0d 06:00:00,D
2531_0_B1,1650 Melrose Place,,9d 14:45:00,,53.4319483,-113.5318355,MacEwan,1.0,neighbourhood,0.4,0d 06:00:00,D
2537_0_B1,47 AVE-52B AVE,,9d 14:45:00,,53.48655979,-113.5521502,Lansdowne,1.0,neighbourhood,0.639,0d 06:00:00,D
2559_0_B1,111 ST: 40 AVE to WHITEMUD DRIVE,,9d 14:45:00,,53.47994832,-113.5154949,Rideau Park,1.0,roadway,1.5335,0d 06:00:00,D
2567_0_B1,45 Ave. to 40 Ave. East of 147 St.,,9d 14:45:00,,53.48066572,-113.5729237,Ramsey Heights,1.0,roadway,1.075,0d 06:00:00,D
2572_0_B1,ADJACENT/BEHIND #729 BLACKWOOD CR.,,9d 14:45:00,,53.42905014,-113.5005662,Blackburne,1.0,neighbourhood,0.5,0d 06:00:00,D
2604_0_B1,High Level Bridge to Pumping Station,,9d 14:45:00,,53.52840712,-113.5161759,RiverValley Walterdale,1.0,neighbourhood,0.29600000000000004,0d 06:00:00,D
2635_0_B1,Windermere Blvd & Watson Landing,,9d 14:45:00,,53.43809452,-113.626929,Windermere,1.0,neighbourhood,0.7385,0d 06:00:00,D
2663_0_B1,156 St. to Riverbend Road,,9d 14:45:00,,53.46168881,-113.5921063,Falconer Heights,1.0,neighbourhood,0.5,0d 06:00:00,D
2724_0_B1,12505/06 - Kieler Road,,9d 14:45:00,,53.50571845,-113.55016609999998,River Valley Whitemud,1.0,neighbourhood,2.015,0d 06:00:00,D
2779_0_B1,34 AVE 111 - 119 ST,,9d 14:45:00,,53.46700039,-113.52825459999998,Greenfield,1.0,roadway,1.0368,0d 06:00:00,D
2783_0_B1,1331& 1333 RUTHERFORD ROAD,,9d 14:45:00,,53.42004531,-113.5343542,Rutherford,1.0,neighbourhood,1.4,0d 06:00:00,D
2826_0_B1,1697 Toane WYND,,9d 14:45:00,,53.44666423,-113.5880112,Terwilleger TOWNE,1.0,neighbourhood,0.5,0d 06:00:00,D
2827_0_B1,Hayworth Crescent to Hudson Boulevard/Rabbit Hill Road - Trans Alta R.O.W. to Hodgson Blv.,,9d 14:45:00,,53.46066550000001,-113.5639836,Hodgson,1.0,neighbourhood,0.2725,0d 06:00:00,D
2835_0_B1,Ellerslie Rd (9 Ave. SW) N. & Center - SCHOOL to 111 Street,,9d 14:45:00,,53.42502398,-113.5198188,MacEwan,1.0,neighbourhood,0.2,0d 06:00:00,D
2875_0_B1,504 HODGSON ROAD & HODGSON BOULEVARD,,9d 14:45:00,,53.46002767,-113.557942,Hodgson,1.0,neighbourhood,0.2585,0d 06:00:00,D
2997_0_B1,55 AVE-143 ST,,9d 14:45:00,,53.49160219,-113.5693168,Brookside,1.0,neighbourhood,1.577,0d 06:00:00,D
2998_0_B1,5803-148 ST,,9d 14:45:00,,53.49441798,-113.5738646,Brander Gardens,1.0,neighbourhood,0.298,0d 06:00:00,D
3003_0_B1,45 AVE-132 ST,,9d 14:45:00,,53.48413627,-113.558145,Whitemud Creek Ravine North,1.0,neighbourhood,0.5835,0d 06:00:00,D
3077_0_B1,7085 South Terwilleger Drive,,9d 14:45:00,,53.44033541,-113.5719223,Terwilleger South,1.0,neighbourhood,0.74,0d 06:00:00,D
3249_0_B1,W/S & C 111 ST: 23 AVE - BRIDGE (RAVINE),,9d 14:45:00,,53.447934038999996,-113.516023976,BLACKMUD CREEK RAVINE,1.0,roadway,0.5455,0d 06:00:00,D
3339_0_B1,111 ST - 40 AVE - 34AVE,,9d 14:45:00,,53.469738256999996,-113.51705662799999,GREENFIELD,1.0,roadway,0.1715,0d 06:00:00,D
3350_0_B1,111 ST: BRIDGE (RAVINE) - South to 9 AVE & bus stop,,9d 14:45:00,,53.44303232,-113.5176947,Twin Brooks,1.0,roadway,0.7785,0d 06:00:00,D
3371_0_B1,111 ST - 34 AVE - 29A AVE/Saddleback RD,,9d 14:45:00,,53.464060026000006,-113.517121623,Sweet Grass,1.0,roadway,1.048,0d 06:00:00,D
3378_0_B1,2007 - Leger Road,,9d 14:45:00,,53.45546943,-113.5804006,Leger,1.0,neighbourhood,0.7615,0d 06:00:00,D
3444_0_B1,Tory Rd. - Tory Gate to Behind #2431 Tegler Green,,9d 14:45:00,,53.45057907,-113.5716099,Terwilleger TOWNE,1.0,neighbourhood,1.15,0d 06:00:00,D
3499_0_B1,53 AVE-RIVERBEND ROAD,,9d 14:45:00,,53.49231021,-113.5754612,Brander Gardens,1.0,neighbourhood,3.7255,0d 06:00:00,D
3514_0_B1,across from #509 - to #455 Heffeerman Dr.,,9d 14:45:00,,53.47368916,-113.601687,Henderson,1.0,neighbourhood,0.16699999999999998,0d 06:00:00,D
3527_0_B1,23 AVE-104-111 ST,,9d 14:45:00,,53.45432673,-113.50318190000002,Ermineskin,1.0,roadway,1.616,0d 06:00:00,D
3540_0_B1,RHATIGAN ROAD EAST-RIVERBEND ROAD,,9d 14:45:00,,53.47417407,-113.5851729,Rhatigan Ridge,1.0,neighbourhood,3.5155,0d 06:00:00,D
3544_0_B1,1765 Tomlinson Common,,9d 14:45:00,,53.44893029,-113.5850845,Terwilleger TOWNE,1.0,neighbourhood,1.5355,0d 06:00:00,D
3552_0_B1,Todd Landing to Talor Close,,9d 14:45:00,,53.44867113,-113.5741307,Terwilleger TOWNE,1.0,neighbourhood,5.7665,0d 06:00:00,D
3579_0_B1,Rabbit Hill Rd - Mullen Rd,,9d 14:45:00,,53.43852136,-113.5689186,Magrath,1.0,neighbourhood,1.3565,0d 06:00:00,D
3685_0_B1,Ellerslie Road & Gateway Boulevard,,9d 14:45:00,,53.40804985,-113.5015587,Ellerslie Industrial,1.0,roadway,0.622,0d 06:00:00,D
3754_0_B1,TRANS ALTA R.O.W. to #907 Hollingsworth Bend,,9d 14:45:00,,53.45718006,-113.55311770000002,Hodgson,1.0,neighbourhood,0.6535,0d 06:00:00,D
3770_0_B1,503 HODGSON ROAD & HODGSON BOULEVARD,,9d 14:45:00,,53.45832421,-113.5585573,Hodgson,1.0,neighbourhood,1.7280000000000002,0d 06:00:00,D
3802_0_B1,150 ST-51-58 AVE,,9d 14:45:00,,53.49270487,-113.5802592,Brander Gardens,1.0,neighbourhood,0.25,0d 06:00:00,D
3834_0_B1,North side CPR TRACKS - 106 ST,,9d 14:45:00,,53.480840188,-113.497345967,Empire Park,1.0,roadway,0.2525,0d 06:00:00,D
3850_0_B1,BTWN 4237 & 4233 TERWILLEGER VISTA,,9d 14:45:00,,53.44785208,-113.58264309999998,Terwilleger TOWNE,1.0,neighbourhood,0.5915,0d 06:00:00,D
3857_0_B1,745 Leger Way/765 Leger WAY/Leger Rd - 23 Ave to Leger Way,,9d 14:45:00,,53.45868831,-113.5819213,Leger,1.0,neighbourhood,3.6595,0d 06:00:00,D
3864_0_B1,(Bearspaw Drive West)11-15 AVE & 109-110A ST,,9d 14:45:00,,53.44307737,-113.5081567,Bearspaw,1.0,neighbourhood,2.17,0d 06:00:00,D
3884_0_B1,TERWILLEGAR DR - TRANSALTA RIGHT OF WAY,,9d 14:45:00,,53.466594288,-113.57476875,Leger,1.0,roadway,0.2375,0d 06:00:00,D
3942_0_B1,BULYEA ROAD - TRANSALTA RIGHT OF WAY,,9d 14:45:00,,53.46441683,-113.5707061,Ogilvie Ridge,1.0,roadway,0.821,0d 06:00:00,D
3973_0_B1,behind #1246 McAllister Way to MacEwan Road,,9d 14:45:00,,53.42951061,-113.5308588,MacEwan,1.0,neighbourhood,1.4255,0d 06:00:00,D
4069_0_B1,Various,,9d 14:45:00,,53.42876143,-113.534152,MacEwan,1.0,neighbourhood,2.217,0d 06:00:00,D
4116_0_B1,Behind #1544 Blackmore Way Sw,,9d 14:45:00,,53.41808665,-113.5030939,Blackmud Creek,1.0,neighbourhood,0.3695,0d 06:00:00,D
4149_0_B1,James Mowat Tr - Rutherford Road,,9d 14:45:00,,53.42102786,-113.516886,Rutherford,1.0,neighbourhood,0.75,0d 06:00:00,D
4151_0_B1,"11 AVE-108 ST, Bearspaw Drive East to Pipeline R.O.W.",,9d 14:45:00,,53.44370508,-113.5042992,Bearspaw,1.0,neighbourhood,0.379,0d 06:00:00,D
4203_0_B1,from 351 Magrath Blv. To 3816 MacNeil Heath,,9d 14:45:00,,53.44646359,-113.5586639,MacTaggert,1.0,neighbourhood,0.412,0d 06:00:00,D
4254_0_B1,23 AVE-111-119 ST,,9d 14:45:00,,53.45382971,-113.524939,Skyrattler,1.0,roadway,0.5,0d 06:00:00,D
4304_0_B1,41 AVE-ASPEN DRIVE WEST,,9d 14:45:00,,53.47717103,-113.552654,Aspen Gardens,1.0,neighbourhood,0.34,0d 06:00:00,D
4330_0_B1,Ambleside Drive - Armitage Cescent,,9d 14:45:00,,53.43232913,-113.6038227,Ambleside,1.0,neighbourhood,0.9705,0d 06:00:00,D
4357_0_B1,Rabbit Hill Road - Terwillegar Drive,,9d 14:45:00,,53.46160218,-113.5773678,Carter Crest,1.0,neighbourhood,0.73,0d 06:00:00,D
4380_0_B1,Blackmud Creek Dr.:111 St - 975 Blackmud Creek Cr.,,9d 14:45:00,,53.4195739,-113.5143997,Blackmud Creek,1.0,neighbourhood,3.1105,0d 06:00:00,D
4395_0_B1,James Mowat Trail (111 St.) to Rutherford Road -Blackmud Creek Drive to 21 Ave. SW,,9d 14:45:00,,53.41799558,-113.5193239,Rutherford,1.0,neighbourhood,2.5,0d 06:00:00,D
4451_0_B1,23 Ave. - Rabbit Hill rd.,,9d 14:45:00,,53.4549988,-113.5794313,Terwilleger TOWNE,1.0,roadway,0.7140000000000001,0d 06:00:00,D
4462_0_B1,29A AVE-104-111 ST,,9d 14:45:00,,53.46158341,-113.5056006,Steinhauer,1.0,neighbourhood,3.1860000000000004,0d 06:00:00,D
4517_0_B1,Allard Link & Adamson Dr,,9d 14:45:00,,53.40280072,-113.51809140000002,Allard,1.0,neighbourhood,0.6625,0d 06:00:00,D
4528_0_B1,156st & South Terwillegar Blvd,,9d 14:45:00,,53.44023714,-113.5837237,Terwillegar South,1.0,neighbourhood,0.6615,0d 06:00:00,D
4542_0_B1,4032 Mactaggert Drive,,9d 14:45:00,,53.43886273,-113.5612599,MacTaggert,1.0,neighbourhood,0.269,0d 06:00:00,D
