,Id,Level,address,cluster,day,end-time,index,job-id,latitude,longitude,name,priority,quantity,raw-id,required-skills,service-duration,start-time,type
482,3122_2_0_B1,B1,E/S 91 ST BTWN 6 - 23 AVE,,,5d 14:45:00,,,53.44388492,-113.46470409999999,SATOO,1,1,3122_0,roadway,2.9871296304,5d 06:00:00,D
483,3123.0_0_B1,B1,46A ST-104 AVE,,,9d 14:45:00,,,53.54648448,-113.41348130000002,GOLD BAR,10,1,3123.0_0,neighbourhood,0.19999999919999997,0d 06:00:00,D
484,3127.0_0_B1,B1,WEST SIDE 66 ST BTWN MILLWOODS RD S-23,,,9d 14:45:00,,,53.44975358,-113.43577509999999,EKOTA,10,1,3127.0_0,roadway,2.6599999992,0d 06:00:00,D
485,3134.0_0_B1,B1,47 ST-106A AVE,,,9d 14:45:00,,,53.55237309,-113.415435,GOLD BAR,10,1,3134.0_0,neighbourhood,0.3700000008,0d 06:00:00,D
486,3163.0_0_B1,B1,S/S & C 34 AVE: 103 ST - 91 ST,,,9d 14:45:00,,,53.46602360000001,-113.4753085,PARSONS INDUSTRIAL,10,1,3163.0_0,roadway,1.4033333328,0d 06:00:00,D
487,3170.0_0_B1,B1,LEE RIDGE RD-CONNECTING 66 ST-SE CORNE,,,9d 14:45:00,,,53.46715504,-113.43909029999999,LEE RIDGE,10,1,3170.0_0,neighbourhood,1.26,0d 06:00:00,D
488,3182.0_0_B1,B1,93A AVE-58 ST,,4.0,4d 14:45:00,,,53.52930644,-113.424802,OTTEWELL,1,1,3182.0_0,neighbourhood,3.6666666671999995,4d 06:00:00,D
489,3183.0_0_B1,B1,S/S & C 23 AVE: MILL WOODS RD EAST - 38 ST,,,9d 14:45:00,,,53.4546497,-113.4039146,DALY GROVE,10,1,3183.0_0,roadway,2.04,0d 06:00:00,D
490,3196.0_0_B1,B1,SOUTH SIDE/C 23AVE BTWN MILLWOODS RD and 66 ST,,8.0,8d 14:45:00,,,53.45344629,-113.4413081,MILL WOODS PARK,1,1,3196.0_0,roadway,2.0466666672,8d 06:00:00,D
492,3245.0_0_B1,B1,NORTH SIDE 38 AVE-BTWN 41-44 ST,,,9d 14:45:00,,,53.471937100000005,-113.4023761,KINISKI GARDENS,10,1,3245.0_0,roadway,0.2633333328,0d 06:00:00,D
493,3254.0_0_B1,B1,77 ST & 92 - 93 AVE,,,9d 14:45:00,,,53.52817987,-113.44650729999998,HOLYROOD,10,1,3254.0_0,neighbourhood,0.46666666560000003,0d 06:00:00,D
495,3276_0_0_B1,B1,EAST SIDE/C 50 ST BTWN 23-34 AVE,,,6d 14:45:00,,,53.45966866,-113.42055230000001,TAWA,1,1,3276_0,roadway,1.3800000000000001,6d 06:00:00,D
496,3276_1_0_B1,B1,EAST SIDE/C 50 ST BTWN 23-34 AVE,,,6d 14:45:00,,,53.45966866,-113.42055230000001,TAWA,1,1,3276_0,roadway,1.3800000000000001,6d 06:00:00,D
497,3276_2_0_B1,B1,EAST SIDE/C 50 ST BTWN 23-34 AVE,,,6d 14:45:00,,,53.45966866,-113.42055230000001,TAWA,1,1,3276_0,roadway,1.3800000000000001,6d 06:00:00,D
498,3287.0_0_B1,B1,East side 50st 11-13ave,,9.0,9d 14:45:00,,,53.44112172,-113.4182118,CRAWFORD PLAINS,10,1,3287.0_0,roadway,0.1766666664,9d 06:00:00,D
499,3294.0_0_B1,B1,SOUTH SIDE MILLWOODS RD S-66-50 ST,,,9d 14:45:00,,,53.44561129,-113.42852830000001,SAKAW,10,1,3294.0_0,roadway,2.4266666664,0d 06:00:00,D
500,3313.0_0_B1,B1,Summerside Dr - 88 St,,7.0,7d 14:45:00,,,53.42007251,-113.46397240000002,SUMMERSIDE,1,1,3313.0_0,neighbourhood,3.6666666671999995,7d 06:00:00,D
502,3333.0_0_B1,B1,75 ST-BTWN Whitemud to N OF WAGNER ROAD,,,9d 14:45:00,,,53.49120185,-113.44263390000002,MCINTYRE INDUSTRIAL,10,1,3333.0_0,roadway,1.1599999992,0d 06:00:00,D
505,3360.0_0_B1,B1,BTWN 75 & 34 ST INCLUDING 82 AVE - 71 ST,,8.0,8d 14:45:00,,,53.515786600000006,-113.4302362,GIRARD INDUSTRIAL,1,1,3360.0_0,roadway,1.4966666664000001,8d 06:00:00,D
506,3368.0_0_B1,B1,Edwards Drive-Easton Road-6 Ave SW,,3.0,3d 14:45:00,,,53.428254700000004,-113.4648048,ELLERSLIE,1,1,3368.0_0,neighbourhood,3.9199999992,3d 06:00:00,D
507,3377.0_0_B1,B1,12 AVE-41 ST,,8.0,8d 14:45:00,,,53.44155176,-113.40520890000002,CRAWFORD PLAINS,1,1,3377.0_0,neighbourhood,2.6880555552,8d 06:00:00,D
509,3384.0_0_B1,B1,50 St: 70 Ave - 82 Ave,,,9d 14:45:00,,,53.510076399999996,-113.41838159999999,DAVIES INDUSTRIAL EAST,10,1,3384.0_0,roadway,2.6233333344000003,0d 06:00:00,D
510,3393.0_0_B1,B1,81 ST-BTWN-95-96 AVE,,,9d 14:45:00,,,53.53302012,-113.45369540000002,HOLYROOD,10,1,3393.0_0,neighbourhood,0.45333333359999994,0d 06:00:00,D
512,3395.0_0_B1,B1,83 ST - 93A AVE,,,9d 14:45:00,,,53.5290003,-113.45469170000001,HOLYROOD,10,1,3395.0_0,neighbourhood,0.9633333336000001,0d 06:00:00,D
514,3399.0_0_B1,B1,EAST SIDE 66 ST BTWN 10 AVE-MILLWOODS R,,9.0,9d 14:45:00,,,53.44216099,-113.43850060000001,SAKAW,10,1,3399.0_0,roadway,3.1233333335999998,9d 06:00:00,D
515,3400.0_0_B1,B1,19A AVE-57 ST/Millwoods road -56-62 ST,,0.0,0d 14:45:00,,,53.44818909,-113.4285355,MEYOKUMIN,10,1,3400.0_0,neighbourhood,2.5133333328000003,0d 06:00:00,D
516,3405.0_0_B1,B1,E/S 91 ST: 6 AVE SW - ELLERSLIE RD,,,9d 14:45:00,,,53.42597579999999,-113.4733898,ELLERSLIE,10,1,3405.0_0,roadway,0.42000000000000004,0d 06:00:00,D
517,3411.0_0_B1,B1,81 ST-93 AVE,,,9d 14:45:00,,,53.52784101,-113.4509571,HOLYROOD,10,1,3411.0_0,neighbourhood,0.5166666672,0d 06:00:00,D
518,3416.0_0_B1,B1,E/S & C 66 ST: MILLWOODS RD S - 23 AVE,,2.0,2d 14:45:00,,,53.44906998,-113.43540279999999,MEYOKUMIN,1,1,3416.0_0,roadway,2.2866666671999996,2d 06:00:00,D
519,3432.0_0_B1,B1,EAST SIDE/C 50 ST-BTWN 40 AVE-WHITEMUD,,9.0,9d 14:45:00,,,53.48054226,-113.417776,MILL WOODS GOLF COURSE,10,1,3432.0_0,roadway,3.3333333336,9d 06:00:00,D
520,3434_0_0_B1,B1,319 - 83 St SW,,,3d 14:45:00,,,53.42943466,-113.45815590000001,ELLERSLIE,1,1,3434_0,neighbourhood,1.5958333343999997,3d 06:00:00,D
521,3434_1_0_B1,B1,319 - 83 St SW,,,3d 14:45:00,,,53.42943466,-113.45815590000001,ELLERSLIE,1,1,3434_0,neighbourhood,1.5958333343999997,3d 06:00:00,D
522,3434_2_0_B1,B1,319 - 83 St SW,,,3d 14:45:00,,,53.42943466,-113.45815590000001,ELLERSLIE,1,1,3434_0,neighbourhood,1.5958333343999997,3d 06:00:00,D
523,3434_3_0_B1,B1,319 - 83 St SW,,,3d 14:45:00,,,53.42943466,-113.45815590000001,ELLERSLIE,1,1,3434_0,neighbourhood,1.5958333343999997,3d 06:00:00,D
524,3449.0_0_B1,B1,76 AVE: 50 ST - 67 ST,,,9d 14:45:00,,,53.51232586,-113.42347099999999,DAVIES INDUSTRIAL EAST,10,1,3449.0_0,roadway,1.9866666672000002,0d 06:00:00,D
525,3455.0_0_B1,B1,EAST SIDE/WS MILLWOODS RD E BTWN 34 & 3,,,9d 14:45:00,,,53.46615353,-113.407974,MINCHAU,10,1,3455.0_0,roadway,1.4599999992,0d 06:00:00,D
526,10151.0_0_B1,B1,OVERPASS MEDIAN 23 AVE: 103 ST - PARSONS ROAD,,,9d 14:45:00,,,53.45383076,-113.4888193,PARSONS INDUSTRIAL,10,1,10151.0_0,roadway,0.5533333344,0d 06:00:00,D
527,3472.0_0_B1,B1,WEST SIDE 66 ST BTWN 10 AVE-MILLWOODS,,9.0,9d 14:45:00,,,53.44073551,-113.44013229999999,ANTHONY HENDAY SOUTHEAST,10,1,3472.0_0,roadway,0.46666666560000003,9d 06:00:00,D
528,3477.0_0_B1,B1,N/S Millwoods RD S 80-66 ST,,,9d 14:45:00,,,53.44635723,-113.43869709999998,EKOTA,10,1,3477.0_0,roadway,1.4166666672,0d 06:00:00,D
529,3487.0_0_B1,B1,82 ST & 93A AVE,,,9d 14:45:00,,,53.52895628,-113.45197240000002,HOLYROOD,10,1,3487.0_0,neighbourhood,0.22000000080000004,0d 06:00:00,D
531,3492.0_0_B1,B1,N/S 23 AVE: 38 ST - 34 ST,,2.0,2d 14:45:00,,,53.45401563,-113.3968153,BISSET,1,1,3492.0_0,roadway,0.6400000008,2d 06:00:00,D
532,3503_0_0_B1,B1,N/S 23 AVE: 103 ST - 91 ST,,,6d 14:45:00,,,53.45317145,-113.4780852,PARSONS INDUSTRIAL,1,1,3503_0,roadway,1.3666666656,6d 06:00:00,D
533,3503_1_0_B1,B1,N/S 23 AVE: 103 ST - 91 ST,,,6d 14:45:00,,,53.45317145,-113.4780852,PARSONS INDUSTRIAL,1,1,3503_0,roadway,1.3666666656,6d 06:00:00,D
534,3503_2_0_B1,B1,N/S 23 AVE: 103 ST - 91 ST,,,6d 14:45:00,,,53.45317145,-113.4780852,PARSONS INDUSTRIAL,1,1,3503_0,roadway,1.3666666656,6d 06:00:00,D
535,3506.0_0_B1,B1,71 ST-92A AVE,,,9d 14:45:00,,,53.52740586,-113.43628020000001,OTTEWELL,10,1,3506.0_0,neighbourhood,1.0000000008,0d 06:00:00,D
536,3517.0_0_B1,B1,SOUTH SIDE 34 AVE-BTWN-MILLWOODS RD E-34 St,,9.0,9d 14:45:00,,,53.46363994,-113.40018090000001,BISSET,10,1,3517.0_0,roadway,0.9666666671999999,9d 06:00:00,D
537,3526.0_0_B1,B1,WEST SIDE MILLWOODS RD E. BTWN SCHOO,,,9d 14:45:00,,,53.45238007,-113.4092015,POLLARD MEADOWS,10,1,3526.0_0,roadway,3.2200000008,0d 06:00:00,D
538,3532.0_0_B1,B1,W/S 50 ST BETWEEN 13 AVE & MILLWOODS RD S,,,9d 14:45:00,,,53.444243900000004,-113.41940919999999,SAKAW,10,1,3532.0_0,roadway,1.0966666656000001,0d 06:00:00,D
539,3542.0_0_B1,B1,WS 66 ST: 34 AVE - 38 AVE,,2.0,2d 14:45:00,,,53.46988496,-113.438231,LEE RIDGE,1,1,3542.0_0,roadway,2.5866666672,2d 06:00:00,D
540,3554.0_0_B1,B1,23 AVE: PARSONS ROAD - 91 ST,,,9d 14:45:00,,,53.45203938,-113.47296440000001,PARSONS INDUSTRIAL,10,1,3554.0_0,roadway,2.2133333328000004,0d 06:00:00,D
541,3559_0_0_B1,B1,38 ST-BTWN 38-41 AVE,,,3d 14:45:00,,,53.47481221,-113.4007496,KINISKI GARDENS,1,1,3559_0,neighbourhood,1.5311111112,3d 06:00:00,D
542,3559_1_0_B1,B1,38 ST-BTWN 38-41 AVE,,,3d 14:45:00,,,53.47481221,-113.4007496,KINISKI GARDENS,1,1,3559_0,neighbourhood,1.5311111112,3d 06:00:00,D
543,3559_2_0_B1,B1,38 ST-BTWN 38-41 AVE,,,3d 14:45:00,,,53.47481221,-113.4007496,KINISKI GARDENS,1,1,3559_0,neighbourhood,1.5311111112,3d 06:00:00,D
544,3561.0_0_B1,B1,81 ST-BTWN-96-97 AVE,,,9d 14:45:00,,,53.53510922,-113.4516118,HOLYROOD,10,1,3561.0_0,neighbourhood,1.5333333336,0d 06:00:00,D
545,3596.0_0_B1,B1,WS/C 91 ST BTWM 39 AVE & WHITEMUD DRIVE,,9.0,9d 14:45:00,,,53.47761346,-113.4671558,STRATHCONA INDUSTRIAL PARK,10,1,3596.0_0,roadway,1.5833333328,9d 06:00:00,D
548,3611.0_0_B1,B1,98-101 AVE-64-67 ST,,4.0,4d 14:45:00,,,53.53949827,-113.4305311,TERRACE HEIGHTS,1,1,3611.0_0,neighbourhood,1.9999999992000002,4d 06:00:00,D
549,3618.0_0_B1,B1,95 AVE-90 ST,,0.0,0d 14:45:00,,,53.53239598,-113.4645996,STRATHEARN,10,1,3618.0_0,neighbourhood,0.4699999992,0d 06:00:00,D
550,3635.0_0_B1,B1,NE CORNER OF 50 ST-40 AVE,,,9d 14:45:00,,,53.47641988,-113.4156548,JACKSON HEIGHTS,10,1,3635.0_0,neighbourhood,0.4633333344,0d 06:00:00,D
551,3636.0_0_B1,B1,BTWN 48 & 50 ST ALONG RAVINE,,,9d 14:45:00,,,53.47821016,-113.4162094,JACKSON HEIGHTS,10,1,3636.0_0,neighbourhood,0.4633333344,0d 06:00:00,D
552,3640.0_0_B1,B1,NORTH SIDE 38 AVE BTWN 50 ST-MILLWOODS,,,9d 14:45:00,,,53.46996437,-113.4130383,MINCHAU,10,1,3640.0_0,roadway,0.4999999992,0d 06:00:00,D
554,3646_0_0_B1,B1,58 ST & YOUVILLE DR EAST TO POLICE STATI,,,3d 14:45:00,,,53.46235135,-113.4255351,TAWA,1,1,3646_0,neighbourhood,1.3822222224,3d 06:00:00,D
555,3646_1_0_B1,B1,58 ST & YOUVILLE DR EAST TO POLICE STATI,,,3d 14:45:00,,,53.46235135,-113.4255351,TAWA,1,1,3646_0,neighbourhood,1.3822222224,3d 06:00:00,D
556,3646_2_0_B1,B1,58 ST & YOUVILLE DR EAST TO POLICE STATI,,,3d 14:45:00,,,53.46235135,-113.4255351,TAWA,1,1,3646_0,neighbourhood,1.3822222224,3d 06:00:00,D
557,3647.0_0_B1,B1,55 ST-BTWN 28 AVE-25 AVE,,5.0,5d 14:45:00,,,53.45759036,-113.4246402,MILL WOODS TOWN CENTRE,1,1,3647.0_0,neighbourhood,1.77,5d 06:00:00,D
558,3653.0_0_B1,B1,SOUTH SIDE 38 AVE-BTWN KAASA RD E-WW A,,,9d 14:45:00,,,53.47276949,-113.39571140000001,KINISKI GARDENS,10,1,3653.0_0,roadway,0.54,0d 06:00:00,D
559,3661.0_0_B1,B1,W/S 44 ST: KULAWY DR N - KULAWY GATE,,,9d 14:45:00,,,53.47609582,-113.4074291,KINISKI GARDENS,10,1,3661.0_0,neighbourhood,0.6233333328,0d 06:00:00,D
562,3666.0_0_B1,B1,North of Edwards Drive SW & East of 91 St SW,,3.0,3d 14:45:00,,,53.43105561,-113.4669521,ELLERSLIE,1,1,3666.0_0,neighbourhood,0.43333333440000005,3d 06:00:00,D
563,3667.0_0_B1,B1,East of 88 St SW & South of 6 Ave SW,,3.0,3d 14:45:00,,,53.42618572,-113.466953,ELLERSLIE,1,1,3667.0_0,neighbourhood,0.3066666672,3d 06:00:00,D
564,3674.0_0_B1,B1,40 AVE-50 ST,,,9d 14:45:00,,,53.47511957,-113.41474140000001,MINCHAU,10,1,3674.0_0,neighbourhood,2.6933333328000004,0d 06:00:00,D
565,3687.0_0_B1,B1,NORTH SIDE 34 AVE-66-50 ST,,,9d 14:45:00,,,53.46555259,-113.4282364,HILLVIEW,10,1,3687.0_0,roadway,2.2000000008,0d 06:00:00,D
566,3692.0_0_B1,B1,W/S 91 ST: 51 - 61 AVE,,,9d 14:45:00,,,53.49557322,-113.4675715,CORONET INDUSTRIAL,10,1,3692.0_0,roadway,1.0033333344000002,0d 06:00:00,D
567,3693.0_0_B1,B1,NORTH SIDE MILLWOODS RD S BTWN 50-46 S,,,9d 14:45:00,,,53.44525572,-113.4146298,POLLARD MEADOWS,10,1,3693.0_0,roadway,1.3533333336,0d 06:00:00,D
569,3705.0_0_B1,B1,Ellerslie Road & 91 St SW,,4.0,4d 14:45:00,,,53.42400853,-113.4711774,SUMMERSIDE,1,1,3705.0_0,neighbourhood,1.7899999992,4d 06:00:00,D
570,3706.0_0_B1,B1,S/S Ellerslie Road: Parsons Rd - 91 St,,9.0,9d 14:45:00,,,53.424915000000006,-113.4765264,ELLERSLIE INDUSTRIAL,10,1,3706.0_0,roadway,0.54,9d 06:00:00,D
571,3707.0_0_B1,B1,S/S Ellerslie Road: 91 St - 78 St,,9.0,9d 14:45:00,,,53.42474573,-113.45970290000001,SUMMERSIDE,10,1,3707.0_0,roadway,2.4633333336,9d 06:00:00,D
572,3710.0_0_B1,B1,75 ST N OF ELLERSLIE ROAD,,,9d 14:45:00,,,53.42628752,-113.4509929,ELLERSLIE,10,1,3710.0_0,neighbourhood,0.3066666672,0d 06:00:00,D
573,3730.0_0_B1,B1,S/S 38 AVE: KALFMAN WAY - KAASA RD EAST,,,9d 14:45:00,,,53.47264669,-113.39931340000001,KINISKI GARDENS,10,1,3730.0_0,roadway,0.22000000080000004,0d 06:00:00,D
574,3734.0_0_B1,B1,SOUTH SIDE 38 AVE BTWN 50 ST-MILLWOODS,,,9d 14:45:00,,,53.46972731,-113.41288610000001,MINCHAU,10,1,3734.0_0,roadway,0.63,0d 06:00:00,D
575,3751.0_0_B1,B1,37 ST - 25 AVE,,,9d 14:45:00,,,53.45563871,-113.396725,BISSET,10,1,3751.0_0,neighbourhood,1.4299999992,0d 06:00:00,D
576,3767_0_0_B1,B1,98 AVE BETWEEN 50 ST & 57 ST,,,3d 14:45:00,,,53.537579,-113.4201912,OTTEWELL,1,1,3767_0,neighbourhood,1.5499999992000002,3d 06:00:00,D
577,3767_1_0_B1,B1,98 AVE BETWEEN 50 ST & 57 ST,,,3d 14:45:00,,,53.537579,-113.4201912,OTTEWELL,1,1,3767_0,neighbourhood,1.5499999992000002,3d 06:00:00,D
578,3767_2_0_B1,B1,98 AVE BETWEEN 50 ST & 57 ST,,,3d 14:45:00,,,53.537579,-113.4201912,OTTEWELL,1,1,3767_0,neighbourhood,1.5499999992000002,3d 06:00:00,D
579,3767_3_0_B1,B1,98 AVE BETWEEN 50 ST & 57 ST,,,3d 14:45:00,,,53.537579,-113.4201912,OTTEWELL,1,1,3767_0,neighbourhood,1.5499999992000002,3d 06:00:00,D
581,3780.0_0_B1,B1,WEST SIDE 66 ST BTWN 38 AVE-WHITEMUD D,,9.0,9d 14:45:00,,,53.47769273,-113.44120819999999,MICHAELS PARK,10,1,3780.0_0,roadway,2.4733333344,9d 06:00:00,D
582,3800.0_0_B1,B1,88 ST SW: SOUTH OF SUMMERSIDE DRIVE,,,9d 14:45:00,,,53.41708962,-113.46698390000002,SUMMERSIDE,10,1,3800.0_0,neighbourhood,2.4466666656,0d 06:00:00,D
584,3820.0_0_B1,B1,38 AVE & 17 ST,,0.0,0d 14:45:00,,,53.47633057,-113.3704977,WILD ROSE,10,1,3820.0_0,neighbourhood,3.6333333336000004,0d 06:00:00,D
585,3829.0_0_B1,B1,EAST SIDE MILLWOODS RD E. BTWN 17-20 AV,,,9d 14:45:00,,,53.44864509,-113.40542579999999,DALY GROVE,10,1,3829.0_0,roadway,0.9266666664,0d 06:00:00,D
588,3846.0_0_B1,B1,BTWN MILLBOURNE RD E-66 ST,,3.0,3d 14:45:00,,,53.47997797,-113.4441735,MICHAELS PARK,1,1,3846.0_0,neighbourhood,3.3333333336,3d 06:00:00,D
589,3847.0_0_B1,B1,NORTH SIDE 38 AVE BTWN 76-66 ST,,,9d 14:45:00,,,53.47437214,-113.44290919999999,MICHAELS PARK,10,1,3847.0_0,roadway,1.2133333344,0d 06:00:00,D
590,3852.0_0_B1,B1,68 AVE: 93 - 97 ST,,,9d 14:45:00,,,53.50452452,-113.4780294,HAZELDEAN,10,1,3852.0_0,neighbourhood,2.2000000008,0d 06:00:00,D
591,3859.0_0_B1,B1,NORTH SIDE 38 AVE-BTWN-66-50 ST,,,9d 14:45:00,,,53.47277571,-113.4270251,GREENVIEW,10,1,3859.0_0,roadway,1.3966666656000002,0d 06:00:00,D
593,3863.0_0_B1,B1,Silver Berry Road & 28A Ave,,,9d 14:45:00,,,53.45818391,-113.3842628,SILVER BERRY,10,1,3863.0_0,neighbourhood,1.2966666672,0d 06:00:00,D
594,3883.0_0_B1,B1,E/S & C 66 ST: 28 AVE - 34 AVE,,9.0,9d 14:45:00,,,53.46287218,-113.43488459999999,TAWA,10,1,3883.0_0,roadway,1.8599999999999999,9d 06:00:00,D
595,3896.0_0_B1,B1,S/S 38 AVE: 44 ST - KALFMAN WAY,,,9d 14:45:00,,,53.47179703,-113.4023038,KINISKI GARDENS,10,1,3896.0_0,roadway,0.31999999920000005,0d 06:00:00,D
596,3897.0_0_B1,B1,WEST OF 23 ST: 38 AVE - 37A AVE,,7.0,7d 14:45:00,,,53.4739436,-113.38115230000001,WILD ROSE,1,1,3897.0_0,neighbourhood,1.2000000000000002,7d 06:00:00,D
597,3907.0_0_B1,B1,W/S & C 34 St: 38 Ave South to Ravine,,2.0,2d 14:45:00,,,53.46893081,-113.3939601,KINISKI GARDENS,1,1,3907.0_0,roadway,0.7900000008,2d 06:00:00,D
598,3917.0_0_B1,B1,E/S MILLWOODS RD E: 23 AVE - 34 AVE,,,9d 14:45:00,,,53.46009893,-113.4071101,BISSET,10,1,3917.0_0,roadway,2.3433333336000004,0d 06:00:00,D
599,3918_0_0_B1,B1,103ST WEST TO 107st,,,3d 14:45:00,,,53.52150487,-113.5009388,STRATHCONA,1,1,3918_0,neighbourhood,1.7891666664000003,3d 06:00:00,D
600,3918_1_0_B1,B1,103ST WEST TO 107st,,,3d 14:45:00,,,53.52150487,-113.5009388,STRATHCONA,1,1,3918_0,neighbourhood,1.7891666664000003,3d 06:00:00,D
601,3918_2_0_B1,B1,103ST WEST TO 107st,,,3d 14:45:00,,,53.52150487,-113.5009388,STRATHCONA,1,1,3918_0,neighbourhood,1.7891666664000003,3d 06:00:00,D
602,3921.0_0_B1,B1,EAST SIDE/C 66 ST: 38 AVE-WHITEMUD DRIVE,,2.0,2d 14:45:00,,,53.47947008,-113.44126740000002,MILL WOODS GOLF COURSE,1,1,3921.0_0,roadway,3.5666666663999997,2d 06:00:00,D
603,3922.0_0_B1,B1,61 -66 ST & GRANDMEADOW CRESENT (P.P.),,,9d 14:45:00,,,53.47631182,-113.43575359999998,GREENVIEW,10,1,3922.0_0,neighbourhood,2.0333333328,0d 06:00:00,D
605,3950.0_0_B1,B1,BTWN-EKOTA-ST CLEMENTS SCHS,,,9d 14:45:00,,,53.44662844,-113.44504450000001,EKOTA,10,1,3950.0_0,neighbourhood,1.6266666672000003,0d 06:00:00,D
606,3951.0_0_B1,B1,W/S 34 ST: WHITEMUD DR - 38 AVE,,8.0,8d 14:45:00,,,53.4802683,-113.39396140000001,KINISKI GARDENS,1,1,3951.0_0,roadway,0.9066666671999999,8d 06:00:00,D
607,3955.0_0_B1,B1,East of 28 St & South of 37A Ave,,3.0,3d 14:45:00,,,53.46962439,-113.38126090000002,WILD ROSE,1,1,3955.0_0,neighbourhood,0.1866666672,3d 06:00:00,D
608,3956.0_0_B1,B1,74 St & 104 Ave,,,9d 14:45:00,,,53.54587179,-113.44170009999999,TERRACE HEIGHTS,10,1,3956.0_0,neighbourhood,0.3733333344,0d 06:00:00,D
609,3957.0_0_B1,B1,E/S & C 75 St: 98 Ave - 101 Ave,,,9d 14:45:00,,,53.53913614,-113.44301940000001,TERRACE HEIGHTS,10,1,3957.0_0,neighbourhood,0.9033333336,0d 06:00:00,D
610,3958.0_0_B1,B1,80 ST-S OF 101 AVE,,7.0,7d 14:45:00,,,53.53927859,-113.4508733,FOREST HEIGHTS,1,1,3958.0_0,neighbourhood,1.1566666656,7d 06:00:00,D
611,3959.0_0_B1,B1,E/S & C 50 ST: 92 AVE - 101 AVE,,3.0,3d 14:45:00,,,53.53249873,-113.41838249999999,EASTGATE BUSINESS PARK,1,1,3959.0_0,neighbourhood,1.2000000000000002,3d 06:00:00,D
612,3974_0_0_B1,B1,17 ST-66 AVE,,6.0,6d 14:45:00,,,53.50154929,-113.3675824,SOUTHEAST INDUSTRIAL,1,1,3974_0,neighbourhood,1.8160185192,6d 06:00:00,D
613,3974_0_0_B1,B1,17 ST-66 AVE,,7.0,7d 14:45:00,,,53.50154929,-113.3675824,SOUTHEAST INDUSTRIAL,1,1,3974_0,neighbourhood,1.8160185192,7d 06:00:00,D
614,3974_1_0_B1,B1,17 ST-66 AVE,,6.0,6d 14:45:00,,,53.50154929,-113.3675824,SOUTHEAST INDUSTRIAL,1,1,3974_0,neighbourhood,1.8160185192,6d 06:00:00,D
615,3974_1_0_B1,B1,17 ST-66 AVE,,7.0,7d 14:45:00,,,53.50154929,-113.3675824,SOUTHEAST INDUSTRIAL,1,1,3974_0,neighbourhood,1.8160185192,7d 06:00:00,D
616,3974_2_0_B1,B1,17 ST-66 AVE,,6.0,6d 14:45:00,,,53.50154929,-113.3675824,SOUTHEAST INDUSTRIAL,1,1,3974_0,neighbourhood,1.8160185192,6d 06:00:00,D
617,3974_2_0_B1,B1,17 ST-66 AVE,,7.0,7d 14:45:00,,,53.50154929,-113.3675824,SOUTHEAST INDUSTRIAL,1,1,3974_0,neighbourhood,1.8160185192,7d 06:00:00,D
618,3977.0_0_B1,B1,WEST SIDE 50 ST BTWN 38-40 AVE,,9.0,9d 14:45:00,,,53.4731319,-113.41602649999999,GREENVIEW,10,1,3977.0_0,roadway,0.9666666671999999,9d 06:00:00,D
619,3990.0_0_B1,B1,N/S 34 AVE: 50 ST - MILLWOODS RD E,,,9d 14:45:00,,,53.46466558,-113.4133456,MINCHAU,10,1,3990.0_0,roadway,2.0266666656,0d 06:00:00,D
620,3991.0_0_B1,B1,38 AVE/44 ST DOWN TO 34 ST,,,9d 14:45:00,,,53.46820175,-113.399518,KINISKI GARDENS,10,1,3991.0_0,neighbourhood,1.9933333344,0d 06:00:00,D
621,3996_0_0_B1,B1,MILLBOURNE RD E-LEE RIDGE RD,,,3d 14:45:00,,,53.47100097,-113.4468918,LEE RIDGE,1,1,3996_0,neighbourhood,1.5233333328,3d 06:00:00,D
622,3996_1_0_B1,B1,MILLBOURNE RD E-LEE RIDGE RD,,,3d 14:45:00,,,53.47100097,-113.4468918,LEE RIDGE,1,1,3996_0,neighbourhood,1.5233333328,3d 06:00:00,D
623,3996_2_0_B1,B1,MILLBOURNE RD E-LEE RIDGE RD,,,3d 14:45:00,,,53.47100097,-113.4468918,LEE RIDGE,1,1,3996_0,neighbourhood,1.5233333328,3d 06:00:00,D
624,4010.0_0_B1,B1,N/S & C 90 AVE: 75 ST - 85 ST,,0.0,0d 14:45:00,,,53.52534617,-113.4499205,IDYLWYLDE,10,1,4010.0_0,neighbourhood,0.3566666664,0d 06:00:00,D
625,4011.0_0_B1,B1,67A ST-93A AVE,,,9d 14:45:00,,,53.53125177,-113.4270686,OTTEWELL,10,1,4011.0_0,neighbourhood,3.6666666671999995,0d 06:00:00,D
626,4012.0_0_B1,B1,52-54 ST-BTWN-92C-93A AVE,,,9d 14:45:00,,,53.53011833,-113.42009850000001,OTTEWELL,10,1,4012.0_0,neighbourhood,0.33333333359999995,0d 06:00:00,D
627,4013_0_0_B1,B1,67 ST - 6 AVE SW,,,3d 14:45:00,,,53.42720319,-113.44789899999999,ELLERSLIE,1,1,4013_0,neighbourhood,1.3711111104,3d 06:00:00,D
628,4013_1_0_B1,B1,67 ST - 6 AVE SW,,,3d 14:45:00,,,53.42720319,-113.44789899999999,ELLERSLIE,1,1,4013_0,neighbourhood,1.3711111104,3d 06:00:00,D
629,4013_2_0_B1,B1,67 ST - 6 AVE SW,,,3d 14:45:00,,,53.42720319,-113.44789899999999,ELLERSLIE,1,1,4013_0,neighbourhood,1.3711111104,3d 06:00:00,D
