index,Unnamed: 0,Id,job-id,type,name,address,latitude,longitude,service-duration,start-time,end-time,quantity,required-skills,raw-id,day,Level,priority,cluster
316,322,2069.0_0_B1,,D,ELLERSLIE,803 and 811 - 77 St,53.42523781,-113.45279199999999,0.040000000800000005,0d 06:00:00,9d 14:45:00,1,neighbourhood,2069,,B1,10,23
319,325,2085.0_0_B1,,D,ARGYLL,ARGYLL RD N/S BTWN 91 ST & 86 ST,53.50013044,-113.4623617,0.16666666559999999,7d 06:00:00,7d 14:45:00,1,neighbourhood,2085,7.0,B1,1,20
320,326,2103.0_0_B1,,D,SUMMERSIDE,Btwn 1328 & 1336 - 80 St SW,53.42111137,-113.45731770000002,0.04999999919999999,0d 06:00:00,9d 14:45:00,1,neighbourhood,2103,,B1,10,23
323,329,2151.0_0_B1,,D,ELLERSLIE,BETWEEN 724 - 90 ST SW & 8935 - 8 AVE SW,53.42538246,-113.4729777,0.040000000800000005,0d 06:00:00,9d 14:45:00,1,neighbourhood,2151,,B1,10,29
328,334,2172.0_0_B1,,D,WILD ROSE,BETWEEN 3503 & 3504 - 21 ST,53.46846147,-113.3747242,0.040000000800000005,0d 06:00:00,9d 14:45:00,1,roadway,2172,,B1,10,22
331,337,2202.0_0_B1,,D,MINCHAU,38A AVE-45 ST,53.47013455,-113.4097413,0.03,0d 06:00:00,9d 14:45:00,1,neighbourhood,2202,,B1,10,8
346,352,2306.0_0_B1,,D,SUMMERSIDE,69 ST - 13 AVE SW,53.42169819,-113.44600630000001,0.0433333344,0d 06:00:00,9d 14:45:00,1,neighbourhood,2306,,B1,10,23
347,353,2307.0_0_B1,,D,MEYONOHK,89 ST & 27-28 AVE,53.45833684,-113.46468590000002,0.06,0d 06:00:00,9d 14:45:00,1,neighbourhood,2307,,B1,10,24
348,354,2331.0_0_B1,,D,KAMEYOSEK,67 ST - 33 AVE,53.46483496,-113.4367117,0.04999999919999999,0d 06:00:00,9d 14:45:00,1,neighbourhood,2331,,B1,10,6
353,359,2357.0_0_B1,,D,MICHAELS PARK,EAST OF 76 ST BTWN PIPELINE & 40 AVE,53.47711464,-113.45006609999999,0.0633333336,0d 06:00:00,9d 14:45:00,1,neighbourhood,2357,,B1,10,2
355,361,2374.0_0_B1,,D,EKOTA,BTWN 22-23 AVE-67-69 ST,53.45322074,-113.4373284,0.0733333344,0d 06:00:00,9d 14:45:00,1,neighbourhood,2374,,B1,10,3
372,378,2450.0_0_B1,,D,JACKSON HEIGHTS,JORDAN CRESCENT,53.4822858,-113.40790030000001,0.040000000800000005,0d 06:00:00,9d 14:45:00,1,neighbourhood,2450,,B1,10,11
373,379,2451.0_0_B1,,D,JACKSON HEIGHTS,JACKSON RD - JEFFERY'S CRESCENT,53.48366475,-113.4107578,0.0766666656,0d 06:00:00,9d 14:45:00,1,neighbourhood,2451,,B1,10,11
374,380,2452.0_0_B1,,D,POLLARD MEADOWS,22 AVE-49A ST,53.45430812,-113.419284,0.0233333328,0d 06:00:00,9d 14:45:00,1,neighbourhood,2452,,B1,10,14
375,381,2456.0_0_B1,,D,SUMMERSIDE,20 Ave SW & 86 St SW,53.41499637,-113.46545079999999,0.056666666399999996,0d 06:00:00,9d 14:45:00,1,neighbourhood,2456,,B1,10,25
376,382,2461.0_0_B1,,D,LARKSPUR,SOUTH SIDE 39 AVE-BTWN 31 ST WW-WW AT,53.47421258,-113.3894636,0.15000000000000002,0d 06:00:00,9d 14:45:00,1,neighbourhood,2461,,B1,10,15
377,383,2462.0_0_B1,,D,KINISKI GARDENS,SOUTH SIDE 38 AVE-34 ST,53.47258659,-113.39449520000001,0.056666666399999996,0d 06:00:00,9d 14:45:00,1,neighbourhood,2462,,B1,10,11
383,389,2470.0_0_B1,,D,KINISKI GARDENS,BETWEEN 3507 & 3511 - 38A AVE,53.47328478,-113.3944414,0.056666666399999996,0d 06:00:00,9d 14:45:00,1,neighbourhood,2470,,B1,10,11
390,396,2522.0_0_B1,,D,ELLERSLIE,86 St SW - SWMF - 85 St SW,53.42826686,-113.46407430000001,0.13999999919999997,0d 06:00:00,9d 14:45:00,1,neighbourhood,2522,,B1,10,29
391,397,2523.0_0_B1,,D,SUMMERSIDE,South of Ellerslie Road & about 88 St SW,53.42391208,-113.46692340000001,0.10666666559999999,0d 06:00:00,9d 14:45:00,1,neighbourhood,2523,,B1,10,25
392,398,2524.0_0_B1,,D,SUMMERSIDE,Btwn 541 & 547 Stewart Crescent,53.42373541,-113.46779,0.10666666559999999,0d 06:00:00,9d 14:45:00,1,neighbourhood,2524,,B1,10,25
395,401,2547.0_0_B1,,D,SUMMERSIDE,11 AVE SW - 66 ST,53.42369109,-113.44345320000001,0.053333332799999994,0d 06:00:00,9d 14:45:00,1,neighbourhood,2547,,B1,10,23
396,402,2548.0_0_B1,,D,SUMMERSIDE,East of Sunset Blvd (70 St) - 11 to 12 Ave SW,53.42297683,-113.4434544,0.1333333344,0d 06:00:00,9d 14:45:00,1,neighbourhood,2548,,B1,10,23
397,403,2549.0_0_B1,,D,OTTEWELL,52-54 ST-BTWN-92B-92C AVE,53.52883935,-113.41983490000001,0.09,0d 06:00:00,9d 14:45:00,1,neighbourhood,2549,,B1,10,26
398,404,2550.0_0_B1,,D,OTTEWELL,56 ST-92B AVE,53.52871346,-113.4223112,0.0733333344,0d 06:00:00,9d 14:45:00,1,neighbourhood,2550,,B1,10,26
399,405,2551.0_0_B1,,D,OTTEWELL,52-56 ST-BTWN-90-91 AVE,53.52415337,-113.42072009999998,0.0933333336,0d 06:00:00,9d 14:45:00,1,neighbourhood,2551,,B1,10,26
400,406,2552.0_0_B1,,D,OTTEWELL,56 ST-90A AVE,53.52490134,-113.42157759999998,0.0633333336,0d 06:00:00,9d 14:45:00,1,neighbourhood,2552,,B1,10,26
401,407,2553.0_0_B1,,D,EKOTA,74 ST - 20 AVE,53.45083073,-113.4458447,0.1000000008,0d 06:00:00,9d 14:45:00,1,neighbourhood,2553,,B1,10,7
404,410,2576.0_0_B1,,D,MEYONOHK,26 AVE-78 ST,53.45717461,-113.4486804,0.0933333336,0d 06:00:00,9d 14:45:00,1,neighbourhood,2576,,B1,10,7
408,414,2596.0_0_B1,,D,HILLVIEW,60 ST- 34 A AVE,53.46589914,-113.42966609999999,0.1366666656,0d 06:00:00,9d 14:45:00,1,neighbourhood,2596,,B1,10,27
409,415,2597.0_0_B1,,D,HILLVIEW,65 ST- 34 A AVE,53.46598319,-113.4351038,0.0666666672,0d 06:00:00,9d 14:45:00,1,neighbourhood,2597,,B1,10,27
415,421,2611.0_0_B1,,D,SUMMERSIDE,570 SUMMERSIDE DRIVE,53.42291322,-113.4717312,0.0733333344,0d 06:00:00,9d 14:45:00,1,neighbourhood,2611,,B1,10,25
433,439,2797.0_0_B1,,D,FULTON PLACE,10322-50 ST,53.54562052,-113.4191263,0.0966666672,0d 06:00:00,9d 14:45:00,1,neighbourhood,2797,,B1,10,4
435,441,2811.0_0_B1,,D,SUMMERSIDE,78 ST SW: ELLERSLIE ROAD - 11 AVE SW,53.42419622,-113.4554338,0.1366666656,0d 06:00:00,9d 14:45:00,1,neighbourhood,2811,,B1,10,23
443,449,2897.0_0_B1,,D,FULTON PLACE,NE OF 103 AVE-63A ST/COR 63A ST-103 AVE,53.54508906,-113.4291529,0.0333333336,0d 06:00:00,9d 14:45:00,1,neighbourhood,2897,,B1,10,38
444,450,2898.0_0_B1,,D,FULTON PLACE,104 AVE-65 ST,53.54669991,-113.4305195,0.04999999919999999,0d 06:00:00,9d 14:45:00,1,neighbourhood,2898,,B1,10,38
447,453,2904.0_0_B1,,D,POLLARD MEADOWS,48 ST - 20A AVE,53.45163922,-113.4149347,0.0333333336,0d 06:00:00,9d 14:45:00,1,neighbourhood,2904,,B1,10,21
448,454,2905.0_0_B1,,D,SILVER BERRY,28A AVE: 34 ST - 33 ST,53.45914151,-113.391646,0.12,0d 06:00:00,9d 14:45:00,1,roadway,2905,,B1,10,43
454,460,2941.0_0_B1,,D,SILVER BERRY,Silver Berry Road - 24 St,53.45788112,-113.37918219999999,0.1266666672,0d 06:00:00,9d 14:45:00,1,neighbourhood,2941,,B1,10,43
459,465,2974.0_0_B1,,D,KINISKI GARDENS,BTWN. 3812/3814 - 44ST.,53.47093701,-113.404104,0.06,0d 06:00:00,9d 14:45:00,1,neighbourhood,2974,,B1,10,11
463,469,3017.0_0_B1,,D,WILD ROSE,BETWEEN 1805 & 1809 - 35 AVE,53.46925039999999,-113.3698736,0.056666666399999996,0d 06:00:00,9d 14:45:00,1,neighbourhood,3017,,B1,10,22
472,478,3083.0_0_B1,,D,SUMMERSIDE,18 Ave SW & 67 St SW,53.41806901,-113.44325990000002,0.0466666656,0d 06:00:00,9d 14:45:00,1,neighbourhood,3083,,B1,10,37
473,479,3107.0_0_B1,,D,GOLD BAR,48 ST-102 AVE,53.54291355,-113.4167825,0.1466666664,0d 06:00:00,9d 14:45:00,1,neighbourhood,3107,,B1,10,4
474,480,3108.0_0_B1,,D,GOLD BAR,42 ST-BTWN-103-104 AVE,53.54564077,-113.4082179,0.16666666559999999,0d 06:00:00,9d 14:45:00,1,neighbourhood,3108,,B1,10,4
475,481,3109.0_0_B1,,D,GOLD BAR,4220-104 AVE,53.54680764,-113.4091794,0.0766666656,0d 06:00:00,9d 14:45:00,1,neighbourhood,3109,,B1,10,4
491,497,3202.0_0_B1,,D,SUMMERSIDE,15 Ave SW & 78 St SW,53.42043577,-113.4567506,0.053333332799999994,0d 06:00:00,9d 14:45:00,1,neighbourhood,3202,,B1,10,23
494,500,3255.0_0_B1,,D,HOLYROOD,NW OF 76 ST-92 AVE,53.52735997,-113.44543590000002,0.0466666656,0d 06:00:00,9d 14:45:00,1,neighbourhood,3255,,B1,10,35
501,507,3315.0_0_B1,,D,STRATHEARN,87 ST-92B AVE,53.52848934,-113.4609639,0.03,0d 06:00:00,9d 14:45:00,1,neighbourhood,3315,,B1,10,28
503,509,3334.0_0_B1,,D,STRATHEARN,92A AVE-87 ST,53.5273496,-113.4609268,0.07000000079999999,0d 06:00:00,9d 14:45:00,1,neighbourhood,3334,,B1,10,28
504,510,3359.0_0_B1,,D,CORONET ADDITION INDUSTRIAL,E/S & C 91 ST: 61 AVE - 63 AVE,53.49844720000001,-113.4671808,0.16666666559999999,9d 06:00:00,9d 14:45:00,1,roadway,3359,9.0,B1,10,20
508,514,3379.0_0_B1,,D,WILD ROSE,2811 - 34A Ave to 2815 - 36 Ave,53.4683309,-113.3830189,0.0433333344,0d 06:00:00,9d 14:45:00,1,neighbourhood,3379,,B1,10,33
511,517,3394.0_0_B1,,D,HOLYROOD,83 ST-BTWN-93A-95 AVE,53.53090151,-113.45578229999998,0.0966666672,0d 06:00:00,9d 14:45:00,1,neighbourhood,3394,,B1,10,35
513,519,3396.0_0_B1,,D,HOLYROOD,83 ST - 91AVE,53.5259993,-113.45496599999998,0.0333333336,0d 06:00:00,9d 14:45:00,1,neighbourhood,3396,,B1,10,35
530,536,3489.0_0_B1,,D,SUMMERSIDE,18 Ave SW west of 69 St,53.4179356,-113.44711770000002,0.040000000800000005,0d 06:00:00,9d 14:45:00,1,neighbourhood,3489,,B1,10,23
546,552,3604.0_0_B1,,D,ELLERSLIE,Between 420 & 504 - 79 St SW,53.42891973,-113.4559753,0.04999999919999999,0d 06:00:00,9d 14:45:00,1,neighbourhood,3604,,B1,10,29
547,553,3605.0_0_B1,,D,ELLERSLIE,Btwn 7935 & 8003 - 3 Ave SW,53.43081677,-113.45818270000001,0.053333332799999994,0d 06:00:00,9d 14:45:00,1,neighbourhood,3605,,B1,10,29
553,559,3641.0_0_B1,,D,MINCHAU,48 ST & 37B AVE - 38 AVE,53.46969607,-113.41513570000001,0.0433333344,0d 06:00:00,9d 14:45:00,1,neighbourhood,3641,,B1,10,30
560,566,3662.0_0_B1,,D,HOLYROOD,76 ST & 92 AVE,53.52694479,-113.4446476,0.0233333328,0d 06:00:00,9d 14:45:00,1,neighbourhood,3662,,B1,10,35
561,567,3665.0_0_B1,,D,MENISA,66 ST - MILLWOODS RD.S.,53.44588015,-113.4376054,0.09,0d 06:00:00,9d 14:45:00,1,neighbourhood,3665,,B1,10,7
568,574,3702.0_0_B1,,D,WEINLOS,44A ST-32 AVE/44A ST-33A AVE,53.46308999,-113.40699740000002,0.040000000800000005,0d 06:00:00,9d 14:45:00,1,neighbourhood,3702,,B1,10,19
580,586,3769.0_0_B1,,D,SUMMERSIDE,950 Summerside Link,53.41626438,-113.47700790000002,0.026666666399999997,0d 06:00:00,9d 14:45:00,1,neighbourhood,3769,,B1,10,25
583,589,3819.0_0_B1,,D,WILD ROSE,BETWEEN 522 & 524 WISEMAN LAND,53.47674502,-113.375906,0.0466666656,0d 06:00:00,9d 14:45:00,1,neighbourhood,3819,,B1,10,13
586,592,3832.0_0_B1,,D,HOLYROOD,83-85 ST-BTWN-97-98 AVE,53.53682393,-113.4549801,0.0799999992,0d 06:00:00,9d 14:45:00,1,neighbourhood,3832,,B1,10,31
587,593,3840.0_0_B1,,D,FOREST HEIGHTS,ROWLAND ROAD-82-83 ST,53.55040782,-113.455374,0.0799999992,0d 06:00:00,9d 14:45:00,1,neighbourhood,3840,,B1,10,38
592,598,3862.0_0_B1,,D,WEINLOS,46 ST-25 AVE/45 ST-25 AVE,53.456467700000005,-113.4116522,0.1533333336,0d 06:00:00,9d 14:45:00,1,neighbourhood,3862,,B1,10,21
604,610,3923.0_0_B1,,D,MICHAELS PARK,NEXT TO 3931 - 67 ST,53.47617955,-113.44026550000001,0.0333333336,0d 06:00:00,9d 14:45:00,1,neighbourhood,3923,,B1,10,32
630,639,4024.0_0_B1,,D,MINCAHU,W/S & C 34 St: Ravine South to 23 Ave,53.464567194,-113.394195219,0.13277777759999998,0d 06:00:00,9d 14:45:00,1,roadway,4024,,B1,10,33
631,640,4033.0_0_B1,,D,HILLVIEW,S/S 38 AVE: 66 ST - 50 ST,53.47263235,-113.42771129999998,0.0966666672,0d 06:00:00,9d 14:45:00,1,roadway,4033,,B1,10,8
651,660,4119.0_0_B1,,D,SUMMERSIDE,Stanton Dr - 67 St,53.42041418,-113.44370690000001,0.12,0d 06:00:00,9d 14:45:00,1,neighbourhood,4119,,B1,10,44
660,675,4126.0_0_B1,,D,IDYLWYLDE,NORTH OF 86 AVE-E OF 79 ST,53.52239547,-113.44813559999999,0.12,0d 06:00:00,9d 14:45:00,1,neighbourhood,4126,,B1,10,34
678,693,4256.0_0_B1,,D,BONNIE DOON,8314-88 AVE,53.52365568,-113.4570992,0.11333333279999999,0d 06:00:00,9d 14:45:00,1,neighbourhood,4256,,B1,10,35
705,720,4374.0_0_B1,,D,CAPILANO,69 ST-BTWN-108 AVE-HARDISTY DRIVE,53.55668627,-113.4300926,0.0933333336,0d 06:00:00,9d 14:45:00,1,neighbourhood,4374,,B1,10,38
707,722,4396.0_0_B1,,D,OTTEWELL,E/S & C 50 ST: 90 AVE - 92 AVE,53.52476798,-113.41860679999999,0.10666666559999999,7d 06:00:00,7d 14:45:00,1,neighbourhood,4396,7.0,B1,1,26
714,729,4438.0_0_B1,,D,TAMARACK,1567-37C Ave to 1566-37B Ave,53.47413679,-113.36740459999999,0.0466666656,0d 06:00:00,9d 14:45:00,1,neighbourhood,4438,,B1,10,36
715,730,4439.0_0_B1,,D,GAINER INDUSTRIAL,82 AVE-71 ST,53.5179328,-113.4379913,0.1566666672,2d 06:00:00,2d 14:45:00,1,roadway,4439,2.0,B1,1,34
720,735,4479.0_0_B1,,D,SOUTH EDMONTON COMMON,W/S PARSONS ROAD: SOUTH OF 23 AVE - 99 S,53.45126348,-113.4798138,0.0633333336,0d 06:00:00,9d 14:45:00,1,neighbourhood,4479,,B1,10,18
729,744,4497.0_0_B1,,D,CHARLESWORTH,1A Ave SW: 63 St SW - 64 St SW,53.4319747,-113.43860049999999,0.04999999919999999,0d 06:00:00,9d 14:45:00,1,neighbourhood,4497,,B1,10,44
735,750,4527.0_0_B1,,D,SUMMERSIDE,Beside 2116 - 69 Street SW,53.41378883,-113.4466585,0.0633333336,0d 06:00:00,9d 14:45:00,1,neighbourhood,4527,,B1,10,37
740,755,4534.0_0_B1,,D,SILVER BERRY,2127 - 32 Ave,53.461967,-113.37311070000001,0.0366666672,0d 06:00:00,9d 14:45:00,1,neighbourhood,4534,,B1,10,39
741,756,4535.0_0_B1,,D,SILVER BERRY,BETWEEN 614 & 618 SILVER BERRY ROAD,53.461983999999994,-113.38808590000002,0.040000000800000005,0d 06:00:00,9d 14:45:00,1,neighbourhood,4535,,B1,10,43
751,772,4544.0_0_B1,,D,SUMMERSIDE,19A ave east of 68A Street,53.41653559,-113.44743570000001,0.0466666656,0d 06:00:00,9d 14:45:00,1,neighbourhood,4544,,B1,10,37
776,797,4587.0_0_B1,,D,TERRACE HEIGHTS,70 ST-103 AVE,53.54445082,-113.4356632,0.12333333360000001,0d 06:00:00,9d 14:45:00,1,neighbourhood,4587,,B1,10,4
777,798,4588.0_0_B1,,D,TERRACE HEIGHTS,73 ST-104 AVE,53.54615524,-113.44032299999999,0.040000000800000005,0d 06:00:00,9d 14:45:00,1,neighbourhood,4588,,B1,10,31
800,821,4663.0_0_B1,,D,BONNIE DOON,94 ST-CONNORS ROAD,53.53129527,-113.47124769999999,0.0933333336,0d 06:00:00,9d 14:45:00,1,neighbourhood,4663,,B1,10,28
812,833,4696.0_0_B1,,D,CHARLESWORTH,3 Ave SW/ 62 St SW: 4 Ave SW - 61 St SW,53.42930261,-113.4358491,0.0633333336,0d 06:00:00,9d 14:45:00,1,neighbourhood,4696,,B1,10,44
816,837,4724.0_0_B1,,D,SUMMERSIDE,Beside 2117 - 69A St SW,53.41378521,-113.44731759999999,0.056666666399999996,0d 06:00:00,9d 14:45:00,1,neighbourhood,4724,,B1,10,37
820,841,4841.0_0_B1,,D,SUMMERSIDE,10 Ave SW & 76 St SW,53.42429129999999,-113.4526007,0.0333333336,0d 06:00:00,9d 14:45:00,1,neighbourhood,4841,,B1,10,23
821,842,4861.0_0_B1,,D,SUMMERSIDE,21 A Ave SW & 69 St SW,53.413383700000004,-113.4469886,0.0333333336,0d 06:00:00,9d 14:45:00,1,neighbourhood,4861,,B1,10,37
827,848,5585.0_0_B1,,D,CHARLESWORTH,"Between 60 St & 61 St, just north of 7 Ave SW (From #631 to #624 60 Street)",53.42680219,-113.4341983,0.16333333440000003,0d 06:00:00,9d 14:45:00,1,neighbourhood,5585,,B1,10,44
828,849,5587.0_0_B1,,D,CHARLESWORTH,58 St & 8 Ave SW TO ELLERSLIE RD,53.42534985,-113.43085970000001,0.04999999919999999,0d 06:00:00,9d 14:45:00,1,neighbourhood,5587,,B1,10,44
831,852,5605.0_0_B1,,D,SILVER BERRY,33A Ave & 23 St,53.46481986,-113.37492590000001,0.0433333344,0d 06:00:00,9d 14:45:00,1,neighbourhood,5605,,B1,10,39
832,853,5606.0_0_B1,,D,CHARLESWORTH,62 St: 6 Ave SW - 7 Ave SW,53.42705076,-113.43641399999998,0.0633333336,0d 06:00:00,9d 14:45:00,1,neighbourhood,5606,,B1,10,44
833,854,5628.0_0_B1,,D,WALKER,Between 1007 & 1015 - 59 Street,53.42419737,-113.43072009999999,0.0666666672,0d 06:00:00,9d 14:45:00,1,neighbourhood,5628,,B1,10,45
834,855,5645.0_0_B1,,D,WALKER,Between Watt Blvd SW and 10 Ave SW,53.42439273,-113.4358805,0.0366666672,0d 06:00:00,9d 14:45:00,1,neighbourhood,5645,,B1,10,44
835,856,5646.0_0_B1,,D,WALKER,Between 6420 &1606 - 65 Street,53.42029789,-113.44205330000001,0.0933333336,0d 06:00:00,9d 14:45:00,1,neighbourhood,5646,,B1,10,44
837,858,5665.0_0_B1,,D,WALKER,Between 5939 & 1311 - 60 Street,53.42176383,-113.43276100000001,0.053333332799999994,0d 06:00:00,9d 14:45:00,1,neighbourhood,5665,,B1,10,45
841,862,5805.0_0_B1,,D,OTTEWELL,6612 92 Ave NW,53.52704208,-113.43040220000002,0.0147222216,0d 06:00:00,9d 14:45:00,1,neighbourhood,5805,,B1,10,26
846,867,6186.0_0_B1,,D,SUMMERSIDE,Beside 6931 - 14 Ave SW,53.420694499999996,-113.44831140000001,0.0433333344,0d 06:00:00,9d 14:45:00,1,neighbourhood,6186,,B1,10,23
847,868,6237.0_0_B1,,D,SILVER BERRY,W-side 32 St: 25 Ave NW - Silver Berry Rd NW,53.45623448,-113.38631720000001,0.1033333344,0d 06:00:00,9d 14:45:00,1,neighbourhood,6237,,B1,10,43
848,869,6246.0_0_B1,,D,SUMMERSIDE,"80 St, south of 18 Ave SW",53.41550875,-113.45957649999998,0.053333332799999994,0d 06:00:00,9d 14:45:00,1,neighbourhood,6246,,B1,10,25
852,873,6332.0_0_B1,,D,Charlesworth,1A Ave SW connecting 53 St to 54 St SW,53.43162314,-113.42444920000001,0.07000000079999999,0d 06:00:00,9d 14:45:00,1,neighbourhood,6332,,B1,10,99
853,874,6333.0_0_B1,,D,CHARLESWORTH,55 St & 1A Ave,53.43198103,-113.42736969999999,0.04999999919999999,0d 06:00:00,9d 14:45:00,1,neighbourhood,6333,,B1,10,99
854,875,6390.0_0_B1,,D,LAUREL,33B St & 19 Ave NW,53.449379997,-113.392729,0.08333333279999999,0d 06:00:00,9d 14:45:00,1,neighbourhood,6390,,B1,10,41
855,876,6391.0_0_B1,,D,LAUREL,33 St & 20 Ave NW,53.45016563,-113.3893259,0.0766666656,0d 06:00:00,9d 14:45:00,1,neighbourhood,6391,,B1,10,41
856,877,6392.0_0_B1,,D,LAUREL,33A St & 21A Ave NW,53.45225746,-113.39138590000002,0.0233333328,0d 06:00:00,9d 14:45:00,1,neighbourhood,6392,,B1,10,41
857,878,6410.0_0_B1,,D,LAUREL,32 St & 19 Ave NW,53.44948785,-113.3867636,0.0866666664,0d 06:00:00,9d 14:45:00,1,neighbourhood,6410,,B1,10,41
859,880,6431.0_0_B1,,D,LAUREL,Beside 1752 - 33B Street NW,53.44585948,-113.39312959999998,0.0233333328,0d 06:00:00,9d 14:45:00,1,neighbourhood,6431,,B1,10,42
860,881,6432.0_0_B1,,D,LAUREL,Beside 1743 - 33B Street NW,53.4458578,-113.39238629999998,0.0233333328,0d 06:00:00,9d 14:45:00,1,neighbourhood,6432,,B1,10,42
861,882,6434.0_0_B1,,D,WILD ROSE,Wildwood Way - Wildwood Cres,53.46620366,-113.37150559999999,0.0466666656,0d 06:00:00,9d 14:45:00,1,neighbourhood,6434,,B1,10,22
868,889,7107.0_0_B1,,D,SILVER BERRY,Silver Berry Rd & 30 St - Boulevard,53.45701851,-113.3842913,0.1266666672,0d 06:00:00,9d 14:45:00,1,neighbourhood,7107,,B1,10,43
869,890,7127.0_0_B1,,D,LAUREL,32 St & 17A Ave NW,53.4452297,-113.38817720000002,0.040000000800000005,0d 06:00:00,9d 14:45:00,1,neighbourhood,7127,,B1,10,41
870,891,7128.0_0_B1,,D,SUMMERSIDE,90A St & 23 Ave SW,53.41184098,-113.4763135,0.03,0d 06:00:00,9d 14:45:00,1,neighbourhood,7128,,B1,10,25
871,892,7129.0_0_B1,,D,LAUREL,33B St & 18A Ave NW,53.44797795,-113.3930811,0.056666666399999996,0d 06:00:00,9d 14:45:00,1,neighbourhood,7129,,B1,10,41
876,897,7169.0_0_B1,,D,TAMARACK,16 St & 36B Ave,53.47213428,-113.3678018,0.040000000800000005,0d 06:00:00,9d 14:45:00,1,neighbourhood,7169,,B1,10,13
877,898,7209.0_0_B1,,D,WALKER,Beside 5803 - 12 Ave SW,53.41874438,-113.4304088,0.026666666399999997,0d 06:00:00,9d 14:45:00,1,neighbourhood,7209,,B1,10,44
878,899,7211.0_0_B1,,D,WALKER,Beside 5728 - 12 Ave SW,53.42286406,-113.430003,0.026666666399999997,0d 06:00:00,9d 14:45:00,1,neighbourhood,7211,,B1,10,45
880,901,8103.0_0_B1,,D,Charlesworth,Next to 736 - 57 St SW,53.42532891,-113.42982169999999,0.0366666672,0d 06:00:00,9d 14:45:00,1,neighbourhood,8103,,B1,10,44
881,902,8104.0_0_B1,,D,Charlesworth,1A Ave SW & 51 Street SW,53.43205355,-113.41875549999999,0.056666666399999996,0d 06:00:00,9d 14:45:00,1,neighbourhood,8104,,B1,10,99
882,903,8182.0_0_B1,,D,SUMMERSIDE,Next to 7852 - 19 Ave SW,53.41548046,-113.4589945,0.07000000079999999,0d 06:00:00,9d 14:45:00,1,neighbourhood,8182,,B1,10,25
884,905,8288.0_0_B1,,D,THE ORCHARDS AT ELLERSLIE,Crabapple Cres - Crabapple Landing,53.40926401,-113.46749246600001,0.046388889600000004,0d 06:00:00,9d 14:45:00,1,neighbourhood,8288,,B1,10,25
885,906,8302.0_0_B1,,D,WALKER,66 Street - Winspear Crescent,53.416940927,-113.44104632,0.0252777768,0d 06:00:00,9d 14:45:00,1,neighbourhood,8302,,B1,10,37
887,908,8422.0_0_B1,,D,Laurel,29 Street Connecting 17 Ave & 16a Ave,53.44134204,-113.38869840000002,0.07000000079999999,0d 06:00:00,9d 14:45:00,1,neighbourhood,8422,,B1,10,41
890,911,8465.0_0_B1,,D,WALKER,Beside 5439 - 18 Ave SW,53.41781511,-113.4261176,0.0433333344,0d 06:00:00,9d 14:45:00,1,neighbourhood,8465,,B1,10,46
891,912,8503.0_0_B1,,D,WALKER,Beside 1417 - 53 St,53.42197287,-113.425474,0.0466666656,0d 06:00:00,9d 14:45:00,1,neighbourhood,8503,,B1,10,45
892,913,8504.0_0_B1,,D,Summerside,Next to 5428 Crabapple Loop SW,53.40977710000001,-113.4747555,0.0199999992,0d 06:00:00,9d 14:45:00,1,neighbourhood,8504,,B1,10,25
906,927,6.0_0_B1,,D,Windermere South,btw. 1533 & 1537 Wates Pace,53.432195928,-113.616020206,0.06638888879999999,0d 06:00:00,9d 14:45:00,1,neighbourhood,6,,B1,10,96
907,928,13.0_0_B1,,D,Terwilleger TOWNE,BTWN 2427 & 2431 TEGLER GREEN,53.45277859,-113.5773108,0.06,0d 06:00:00,9d 14:45:00,1,neighbourhood,13,,B1,10,58
909,930,16.0_0_B1,,D,Twin Brooks,#207 RUNNING CREEK LANE,53.43908529,-113.51611799999999,0.1099999992,0d 06:00:00,9d 14:45:00,1,neighbourhood,16,,B1,10,56
911,932,21.0_0_B1,,D,Blackmud Creek,#624 Beck Close - #1322 Barnes Close,53.42288077,-113.5109832,0.07000000079999999,0d 06:00:00,9d 14:45:00,1,neighbourhood,21,,B1,10,70
912,933,23.0_0_B1,,D,Rhatigan Ridge,821 REID PLACE TO REID CLOSE,53.47190191,-113.59207450000001,0.1566666672,0d 06:00:00,9d 14:45:00,1,neighbourhood,23,,B1,10,47
917,938,32.0_0_B1,,D,Terwilleger TOWNE,BTWN 2335 & 2339 TAYLOR CLOSE,53.45142933,-113.57581770000002,0.0333333336,0d 06:00:00,9d 14:45:00,1,neighbourhood,32,,B1,10,48
919,940,47.0_0_B1,,D,Ogilvie Ridge,#266 OMAND DRIVE,53.46503964,-113.5639002,0.0966666672,0d 06:00:00,9d 14:45:00,1,neighbourhood,47,,B1,10,62
921,942,53.0_0_B1,,D,Falconer Heights,FALCONER ROAD-#1003-#1065,53.46715388,-113.5885531,0.0133333344,0d 06:00:00,9d 14:45:00,1,neighbourhood,53,,B1,10,55
923,944,73.0_0_B1,,D,Twin Brooks,10A AVE-112A ST,53.44092299,-113.5226604,0.12333333360000001,0d 06:00:00,9d 14:45:00,1,neighbourhood,73,,B1,10,76
924,945,74.0_0_B1,,D,Twin Brooks,112 ST-09-10A AVE,53.43983641,-113.52050829999999,0.053333332799999994,0d 06:00:00,9d 14:45:00,1,neighbourhood,74,,B1,10,56
